   r,m	P, W/m^2
---------------------------
0.100000	1520.924921
0.199000	373.874979
0.298000	171.120603
0.397000	97.856910
0.496000	67.440327
0.595000	39.496424
0.694000	28.048418
0.793000	22.490997
0.892000	16.632610
0.991000	15.589732
1.090000	11.565470
1.189000	13.162205
1.288000	9.669977
1.387000	7.862932
1.486000	8.071096
1.585000	5.641251
1.684000	5.895152
1.783000	3.586208
1.882000	3.294554
1.981000	3.055751
2.080000	3.026435
2.179000	4.081196
2.278000	3.414520
2.377000	3.833092
2.476000	3.031468
2.575000	1.432330
2.674000	3.146232
2.773000	2.961377
2.872000	1.154734
2.971000	1.127709
3.070000	1.391506
3.169000	0.955659
3.268000	1.435146
3.367000	1.722860
3.466000	1.477102
3.565000	0.676603
3.664000	0.947954
3.763000	0.574617
3.862000	1.518360
3.961000	1.786220
4.060000	1.123793
4.159000	0.645899
4.258000	1.359905
4.357000	1.447397
4.456000	0.329167
4.555000	1.038673
4.654000	1.107925
4.753000	0.278523
4.852000	0.613861
4.951000	0.848498
5.050000	0.233546
5.149000	1.145572
5.248000	0.230581
5.347000	0.764608
5.446000	0.871476
5.545000	0.518169
5.644000	0.539606
5.743000	0.952371
5.842000	0.987577
5.941000	0.120603
6.040000	0.253097
6.139000	0.952603
6.238000	0.230255
6.337000	0.103162
6.436000	0.259142
6.535000	0.229310
6.634000	0.462377
6.733000	0.270657
6.832000	0.393351
6.931000	0.300733
7.030000	0.487651
7.129000	0.712932
7.228000	0.163709
7.327000	0.312622
7.426000	0.421105
7.525000	0.547787
7.624000	0.436615
7.723000	0.488135
7.822000	0.564555
7.921000	0.113350
8.020000	0.070243
8.119000	0.141446
8.218000	0.598300
8.317000	0.149177
8.416000	0.222579
8.515000	0.159338
8.614000	0.093268
8.713000	0.367053
8.812000	0.367646
8.911000	0.174191
9.010000	0.113289
9.109000	0.445522
9.208000	0.035271
9.307000	0.109614
9.406000	0.248114
9.505000	0.038687
9.604000	0.143069
9.703000	0.329709
9.802000	0.372822
9.901000	0.277307
10.000000	0.082410
