   r,m	P, W/m^2
---------------------------
0.100000	1548.570460
0.199000	374.834047
0.298000	179.770231
0.397000	92.159123
0.496000	64.085842
0.595000	40.581815
0.694000	30.369508
0.793000	24.340817
0.892000	16.290493
0.991000	13.157058
1.090000	14.862297
1.189000	8.923625
1.288000	9.622044
1.387000	7.330551
1.486000	8.532624
1.585000	6.664761
1.684000	4.679668
1.783000	4.487853
1.882000	3.376137
1.981000	4.613362
2.080000	2.418299
2.179000	4.537939
2.278000	2.959481
2.377000	3.099773
2.476000	2.583942
2.575000	2.178119
2.674000	1.935559
2.773000	1.486648
2.872000	1.534327
2.971000	2.007064
3.070000	2.048706
3.169000	0.813873
3.268000	1.195785
3.367000	1.147548
3.466000	0.741141
3.565000	0.752811
3.664000	1.050178
3.763000	0.704333
3.862000	0.837059
3.961000	1.249241
4.060000	1.328955
4.159000	0.685389
4.258000	0.337496
4.357000	0.434911
4.456000	0.532430
4.555000	0.643016
4.654000	0.499314
4.753000	0.627077
4.852000	0.475546
4.951000	0.291689
5.050000	0.381189
5.149000	0.599165
5.248000	0.917698
5.347000	1.151838
5.446000	0.711255
5.545000	0.243213
5.644000	0.193129
5.743000	0.534908
5.842000	0.153446
5.941000	0.790338
6.040000	0.757513
6.139000	0.689910
6.238000	0.661244
6.337000	0.632230
6.436000	0.188771
6.535000	0.666896
6.634000	0.289231
6.733000	0.704251
6.832000	0.104677
6.931000	0.774576
7.030000	0.098107
7.129000	0.051261
7.228000	0.213405
7.327000	0.148937
7.426000	0.171774
7.525000	0.397770
7.624000	0.179046
7.723000	0.463878
7.822000	0.444688
7.921000	0.141657
8.020000	0.455628
8.119000	0.102180
8.218000	0.068316
8.317000	0.021854
8.416000	0.151944
8.515000	0.395222
8.614000	0.377305
8.713000	0.192417
8.812000	0.034332
8.911000	0.324720
9.010000	0.072532
9.109000	0.112271
9.208000	0.564999
9.307000	0.005253
9.406000	0.130084
9.505000	0.356307
9.604000	0.083974
9.703000	0.003561
9.802000	0.445379
9.901000	0.453099
10.000000	0.009500
