   r,m	P, W/m^2
---------------------------
0.100000	1523.874330
0.199000	374.208347
0.298000	178.398888
0.397000	94.221248
0.496000	66.600159
0.595000	41.421804
0.694000	31.009245
0.793000	26.836246
0.892000	19.071423
0.991000	15.588563
1.090000	13.796917
1.189000	9.819711
1.288000	10.628601
1.387000	10.033453
1.486000	7.881891
1.585000	7.671386
1.684000	6.102311
1.783000	5.260949
1.882000	5.644222
1.981000	4.649319
2.080000	2.690951
2.179000	4.150678
2.278000	4.216307
2.377000	2.675589
2.476000	3.541935
2.575000	2.375619
2.674000	2.566771
2.773000	2.368858
2.872000	2.838486
2.971000	2.149846
3.070000	2.082327
3.169000	1.169419
3.268000	2.118703
3.367000	0.804902
3.466000	1.106866
3.565000	1.657743
3.664000	1.692799
3.763000	1.091879
3.862000	1.852900
3.961000	1.214649
4.060000	0.462173
4.159000	1.158937
4.258000	0.987119
4.357000	0.652226
4.456000	0.292625
4.555000	1.346415
4.654000	0.415431
4.753000	0.287156
4.852000	0.703069
4.951000	0.551912
5.050000	0.631607
5.149000	1.073781
5.248000	0.197232
5.347000	0.189438
5.446000	0.256000
5.545000	0.645570
5.644000	0.321489
5.743000	0.162366
5.842000	0.506398
5.941000	0.370049
6.040000	0.631051
6.139000	0.558267
6.238000	0.886747
6.337000	0.429703
6.436000	0.104866
6.535000	0.301195
6.634000	0.208289
6.733000	0.549818
6.832000	0.129879
6.931000	0.105044
7.030000	0.133384
7.129000	0.119299
7.228000	0.219950
7.327000	0.034582
7.426000	0.393643
7.525000	0.311371
7.624000	0.650251
7.723000	0.281023
7.822000	0.066952
7.921000	0.074193
8.020000	0.695544
8.119000	0.470357
8.218000	0.169680
8.317000	0.076947
8.416000	0.150255
8.515000	0.168759
8.614000	0.024072
8.713000	0.441111
8.812000	0.023557
8.911000	0.512100
9.010000	0.489405
9.109000	0.024277
9.208000	0.015737
9.307000	0.141735
9.406000	0.473364
9.505000	0.217850
9.604000	0.543998
9.703000	0.205481
9.802000	0.072789
9.901000	0.371432
10.000000	0.140902
