   r,m	P, W/m^2
---------------------------
0.100000	1534.161416
0.199000	386.204487
0.298000	166.129446
0.397000	101.315702
0.496000	63.836134
0.595000	43.520626
0.694000	34.896108
0.793000	21.334006
0.892000	17.953056
0.991000	15.969813
1.090000	12.874530
1.189000	11.893727
1.288000	9.097066
1.387000	9.727307
1.486000	8.704277
1.585000	6.688568
1.684000	5.432766
1.783000	5.780273
1.882000	3.547755
1.981000	5.031103
2.080000	4.131274
2.179000	4.090092
2.278000	2.085710
2.377000	2.852298
2.476000	3.389817
2.575000	3.029259
2.674000	1.347008
2.773000	2.081525
2.872000	2.898386
2.971000	2.305454
3.070000	1.186092
3.169000	1.338431
3.268000	0.876038
3.367000	0.782469
3.466000	1.020639
3.565000	1.608913
3.664000	1.011459
3.763000	1.661638
3.862000	1.157857
3.961000	1.236205
4.060000	0.975408
4.159000	0.428692
4.258000	0.709014
4.357000	0.740367
4.456000	0.323265
4.555000	1.020591
4.654000	0.488723
4.753000	1.368402
4.852000	0.265283
4.951000	0.202848
5.050000	0.318134
5.149000	0.949432
5.248000	0.524432
5.347000	0.360014
5.446000	0.322676
5.545000	1.084344
5.644000	0.763139
5.743000	0.178199
5.842000	0.575072
5.941000	0.394817
6.040000	0.594073
6.139000	0.611434
6.238000	0.158674
6.337000	0.384715
6.436000	0.396695
6.535000	0.388912
6.634000	0.281338
6.733000	0.384260
6.832000	0.483358
6.931000	0.327427
7.030000	0.361959
7.129000	0.069915
7.228000	0.270437
7.327000	0.090755
7.426000	0.464116
7.525000	0.734632
7.624000	0.649793
7.723000	0.194233
7.822000	0.452137
7.921000	0.203309
8.020000	0.534986
8.119000	0.196577
8.218000	0.393277
8.317000	0.336331
8.416000	0.026147
8.515000	0.290187
8.614000	0.072481
8.713000	0.222525
8.812000	0.049103
8.911000	0.604657
9.010000	0.323146
9.109000	0.079839
9.208000	0.295912
9.307000	0.222735
9.406000	0.407058
9.505000	0.056017
9.604000	0.048713
9.703000	0.058390
9.802000	0.039567
9.901000	0.525756
10.000000	0.492506
