   r,m	P, W/m^2
---------------------------
0.100000	1522.313228
0.199000	383.986772
0.298000	175.499635
0.397000	95.438041
0.496000	59.457174
0.595000	45.692979
0.694000	29.284377
0.793000	27.874264
0.892000	18.132937
0.991000	13.542176
1.090000	14.297149
1.189000	13.046948
1.288000	8.763904
1.387000	8.655139
1.486000	6.195250
1.585000	5.186338
1.684000	6.555267
1.783000	4.476707
1.882000	4.679619
1.981000	4.814846
2.080000	4.838778
2.179000	3.209003
2.278000	3.830058
2.377000	2.808597
2.476000	2.724119
2.575000	2.187392
2.674000	2.526766
2.773000	2.343979
2.872000	2.737869
2.971000	1.946458
3.070000	1.180590
3.169000	0.968671
3.268000	0.936365
3.367000	1.791230
3.466000	0.690429
3.565000	0.637692
3.664000	0.802131
3.763000	0.635139
3.862000	0.633203
3.961000	1.188229
4.060000	1.356803
4.159000	0.355095
4.258000	1.579610
4.357000	0.305703
4.456000	1.200192
4.555000	0.341668
4.654000	1.286192
4.753000	0.243135
4.852000	0.776108
4.951000	0.892736
5.050000	0.229355
5.149000	0.839864
5.248000	1.074493
5.347000	0.756424
5.446000	0.978033
5.545000	0.603375
5.644000	1.053873
5.743000	0.804270
5.842000	0.993431
5.941000	0.380301
6.040000	0.619949
6.139000	0.508851
6.238000	0.304775
6.337000	0.129677
6.436000	0.506953
6.535000	0.408108
6.634000	0.199393
6.733000	0.070285
6.832000	0.515192
6.931000	0.091824
7.030000	0.697754
7.129000	0.056336
7.228000	0.141200
7.327000	0.056723
7.426000	0.686844
7.525000	0.030531
7.624000	0.063430
7.723000	0.732189
7.822000	0.141310
7.921000	0.025157
8.020000	0.070556
8.119000	0.083256
8.218000	0.631743
8.317000	0.045146
8.416000	0.129175
8.515000	0.567999
8.614000	0.145086
8.713000	0.508773
8.812000	0.263897
8.911000	0.207427
9.010000	0.022103
9.109000	0.560506
9.208000	0.203414
9.307000	0.406836
9.406000	0.198165
9.505000	0.303741
9.604000	0.558777
9.703000	0.013470
9.802000	0.509032
9.901000	0.006236
10.000000	0.498085
