   r,m	P, W/m^2
---------------------------
0.100000	1541.125257
0.199000	398.831005
0.298000	164.199094
0.397000	93.908208
0.496000	62.885722
0.595000	45.735111
0.694000	29.637534
0.793000	24.287817
0.892000	17.495056
0.991000	18.287140
1.090000	11.867428
1.189000	11.686971
1.288000	8.675052
1.387000	7.503779
1.486000	6.489114
1.585000	6.277968
1.684000	4.850974
1.783000	4.087086
1.882000	5.444770
1.981000	2.812090
2.080000	4.560309
2.179000	4.120745
2.278000	2.867937
2.377000	3.367244
2.476000	3.102326
2.575000	1.662328
2.674000	3.192860
2.773000	2.810441
2.872000	2.051791
2.971000	0.962771
3.070000	1.104332
3.169000	1.194675
3.268000	1.504916
3.367000	1.703921
3.466000	0.644006
3.565000	1.006017
3.664000	1.249873
3.763000	0.854248
3.862000	0.703167
3.961000	1.064822
4.060000	1.386669
4.159000	1.542088
4.258000	1.328684
4.357000	1.396294
4.456000	0.864780
4.555000	1.371584
4.654000	0.269308
4.753000	0.956594
4.852000	0.810292
4.951000	0.334718
5.050000	0.844786
5.149000	1.063825
5.248000	0.198630
5.347000	1.080401
5.446000	0.648652
5.545000	0.331559
5.644000	0.541121
5.743000	0.152949
5.842000	0.241919
5.941000	0.304167
6.040000	0.814619
6.139000	0.127070
6.238000	0.629825
6.337000	0.215775
6.436000	0.116755
6.535000	0.692697
6.634000	0.599627
6.733000	0.587839
6.832000	0.083328
6.931000	0.506456
7.030000	0.281315
7.129000	0.069910
7.228000	0.360214
7.327000	0.574899
7.426000	0.077500
7.525000	0.602887
7.624000	0.708271
7.723000	0.049822
7.822000	0.177597
7.921000	0.465430
8.020000	0.118319
8.119000	0.554580
8.218000	0.054206
8.317000	0.617001
8.416000	0.246911
8.515000	0.487041
8.614000	0.469603
8.713000	0.138866
8.812000	0.077202
8.911000	0.397295
9.010000	0.445131
9.109000	0.071699
9.208000	0.357345
9.307000	0.251436
9.406000	0.122695
9.505000	0.270325
9.604000	0.142124
9.703000	0.333439
9.802000	0.014711
9.901000	0.024708
10.000000	0.185090
