   r,m	P, W/m^2
---------------------------
0.100000	1545.598545
0.199000	384.119216
0.298000	167.024420
0.397000	95.013634
0.496000	63.202505
0.595000	44.399350
0.694000	29.634568
0.793000	21.100526
0.892000	20.278148
0.991000	15.948999
1.090000	10.853870
1.189000	13.014613
1.288000	10.631621
1.387000	6.293676
1.486000	8.717110
1.585000	6.761435
1.684000	4.564788
1.783000	4.846074
1.882000	5.727385
1.981000	5.304490
2.080000	4.285933
2.179000	2.188310
2.278000	2.996662
2.377000	2.885499
2.476000	3.048052
2.575000	3.058251
2.674000	2.460424
2.773000	1.790370
2.872000	1.625793
2.971000	1.011326
3.070000	1.450170
3.169000	1.058234
3.268000	1.987018
3.367000	0.875766
3.466000	1.092157
3.565000	0.867767
3.664000	0.534224
3.763000	1.204313
3.862000	0.680811
3.961000	1.209919
4.060000	0.408617
4.159000	0.495051
4.258000	0.884796
4.357000	0.949721
4.456000	0.824251
4.555000	0.310731
4.654000	0.311497
4.753000	1.056675
4.852000	0.438379
4.951000	0.331639
5.050000	0.306780
5.149000	0.289603
5.248000	0.890938
5.347000	0.558512
5.446000	0.820922
5.545000	0.424662
5.644000	0.819939
5.743000	0.973205
5.842000	0.436760
5.941000	0.317275
6.040000	0.349613
6.139000	0.313102
6.238000	0.548980
6.337000	0.892470
6.436000	0.613209
6.535000	0.440304
6.634000	0.853984
6.733000	0.382991
6.832000	0.564295
6.931000	0.162256
7.030000	0.642310
7.129000	0.391074
7.228000	0.291206
7.327000	0.241324
7.426000	0.095225
7.525000	0.609066
7.624000	0.051961
7.723000	0.474762
7.822000	0.023464
7.921000	0.039072
8.020000	0.051832
8.119000	0.621291
8.218000	0.441369
8.317000	0.252827
8.416000	0.453753
8.515000	0.254368
8.614000	0.540764
8.713000	0.475069
8.812000	0.458761
8.911000	0.051953
9.010000	0.288044
9.109000	0.017082
9.208000	0.492495
9.307000	0.311435
9.406000	0.042662
9.505000	0.252534
9.604000	0.004953
9.703000	0.383104
9.802000	0.003671
9.901000	0.406015
10.000000	0.023457
