   r,m	P, W/m^2
---------------------------
0.100000	1535.457935
0.199000	380.566136
0.298000	175.552246
0.397000	93.715542
0.496000	57.209399
0.595000	40.652422
0.694000	32.644751
0.793000	22.674291
0.892000	18.232755
0.991000	15.358638
1.090000	11.978767
1.189000	10.212568
1.288000	8.858257
1.387000	9.876672
1.486000	7.272578
1.585000	5.908074
1.684000	4.679697
1.783000	5.628482
1.882000	4.031175
1.981000	3.525891
2.080000	3.313117
2.179000	3.326166
2.278000	3.536237
2.377000	3.921515
2.476000	3.054099
2.575000	3.430714
2.674000	1.467693
2.773000	1.466448
2.872000	2.401151
2.971000	2.634416
3.070000	2.265880
3.169000	1.099823
3.268000	1.517307
3.367000	1.551996
3.466000	2.106065
3.565000	2.004850
3.664000	0.737809
3.763000	0.798958
3.862000	1.131926
3.961000	0.980769
4.060000	0.411534
4.159000	0.554910
4.258000	0.595330
4.357000	0.330272
4.456000	0.951178
4.555000	0.573041
4.654000	0.777510
4.753000	0.385248
4.852000	1.274520
4.951000	0.697635
5.050000	0.760313
5.149000	0.171711
5.248000	0.551826
5.347000	0.365064
5.446000	0.702084
5.545000	0.195254
5.644000	0.124044
5.743000	0.494517
5.842000	0.385054
5.941000	0.617000
6.040000	0.967953
6.139000	0.273496
6.238000	0.297015
6.337000	0.623569
6.436000	0.578656
6.535000	0.878330
6.634000	0.296807
6.733000	0.382978
6.832000	0.729239
6.931000	0.087404
7.030000	0.067677
7.129000	0.621429
7.228000	0.173908
7.327000	0.260022
7.426000	0.456179
7.525000	0.236736
7.624000	0.145803
7.723000	0.029408
7.822000	0.023649
7.921000	0.036287
8.020000	0.028763
8.119000	0.232747
8.218000	0.087976
8.317000	0.139767
8.416000	0.513889
8.515000	0.572038
8.614000	0.583872
8.713000	0.011412
8.812000	0.554232
8.911000	0.079622
9.010000	0.022442
9.109000	0.423759
9.208000	0.271224
9.307000	0.220887
9.406000	0.004388
9.505000	0.073095
9.604000	0.452678
9.703000	0.130004
9.802000	0.043848
9.901000	0.310257
10.000000	0.024318
