   r,m	P, W/m^2
---------------------------
0.100000	1520.310150
0.199000	388.009865
0.298000	178.338827
0.397000	103.276174
0.496000	62.653555
0.595000	46.873277
0.694000	34.174947
0.793000	21.911754
0.892000	18.662272
0.991000	13.824682
1.090000	12.951502
1.189000	8.740109
1.288000	10.455727
1.387000	8.500439
1.486000	7.037351
1.585000	4.884185
1.684000	4.680242
1.783000	6.347846
1.882000	4.367852
1.981000	3.890586
2.080000	2.991343
2.179000	2.785469
2.278000	4.061300
2.377000	3.482019
2.476000	3.280042
2.575000	3.303759
2.674000	2.710969
2.773000	2.428561
2.872000	1.039630
2.971000	1.510716
3.070000	2.497445
3.169000	1.542593
3.268000	1.232632
3.367000	1.484639
3.466000	0.692312
3.565000	1.088388
3.664000	1.548437
3.763000	1.162304
3.862000	0.584904
3.961000	0.598006
4.060000	1.625322
4.159000	1.280460
4.258000	1.239832
4.357000	0.867786
4.456000	1.022487
4.555000	0.640768
4.654000	0.972043
4.753000	0.877524
4.852000	0.243639
4.951000	0.984934
5.050000	0.394030
5.149000	0.236634
5.248000	1.028725
5.347000	0.621954
5.446000	0.648542
5.545000	0.190534
5.644000	0.258690
5.743000	1.052221
5.842000	0.841571
5.941000	0.893594
6.040000	0.585665
6.139000	0.695571
6.238000	0.837954
6.337000	0.164435
6.436000	0.576718
6.535000	0.158162
6.634000	0.542215
6.733000	0.551656
6.832000	0.284610
6.931000	0.672715
7.030000	0.557836
7.129000	0.111867
7.228000	0.241354
7.327000	0.056182
7.426000	0.088378
7.525000	0.334794
7.624000	0.153546
7.723000	0.538525
7.822000	0.448538
7.921000	0.022167
8.020000	0.456573
8.119000	0.059047
8.218000	0.285793
8.317000	0.656495
8.416000	0.014756
8.515000	0.168276
8.614000	0.175129
8.713000	0.022207
8.812000	0.190140
8.911000	0.022406
9.010000	0.353360
9.109000	0.097258
9.208000	0.155506
9.307000	0.162304
9.406000	0.159672
9.505000	0.106118
9.604000	0.572480
9.703000	0.257611
9.802000	0.008256
9.901000	0.029388
10.000000	0.095339
