   r,m	P, W/m^2
---------------------------
0.100000	1540.452326
0.199000	394.576309
0.298000	167.075471
0.397000	94.246617
0.496000	67.556575
0.595000	45.082379
0.694000	30.963148
0.793000	23.469152
0.892000	18.197094
0.991000	16.882400
1.090000	13.081812
1.189000	11.058701
1.288000	7.740503
1.387000	8.691284
1.486000	6.163978
1.585000	7.622583
1.684000	4.237237
1.783000	5.629917
1.882000	4.154032
1.981000	5.042121
2.080000	4.512726
2.179000	3.606577
2.278000	4.192906
2.377000	3.608893
2.476000	2.435077
2.575000	3.251332
2.674000	1.795372
2.773000	2.267481
2.872000	2.776939
2.971000	1.559755
3.070000	2.382797
3.169000	1.731195
3.268000	0.827415
3.367000	1.729239
3.466000	0.751280
3.565000	1.806371
3.664000	0.566647
3.763000	0.888027
3.862000	1.622375
3.961000	0.995615
4.060000	1.048530
4.159000	1.167842
4.258000	1.374424
4.357000	0.481994
4.456000	0.635458
4.555000	1.142507
4.654000	0.701404
4.753000	0.293840
4.852000	0.536799
4.951000	1.140956
5.050000	0.281949
5.149000	0.890880
5.248000	1.165456
5.347000	0.240800
5.446000	1.003384
5.545000	0.364061
5.644000	0.683434
5.743000	0.145644
5.842000	0.324227
5.941000	0.826561
6.040000	0.374701
6.139000	0.129870
6.238000	0.407211
6.337000	0.315749
6.436000	0.647636
6.535000	0.790375
6.634000	0.509211
6.733000	0.415876
6.832000	0.328947
6.931000	0.667672
7.030000	0.214830
7.129000	0.372394
7.228000	0.053961
7.327000	0.490256
7.426000	0.205478
7.525000	0.103255
7.624000	0.076544
7.723000	0.329032
7.822000	0.060623
7.921000	0.022657
8.020000	0.511308
8.119000	0.068879
8.218000	0.032893
8.317000	0.033782
8.416000	0.413127
8.515000	0.572335
8.614000	0.032362
8.713000	0.290385
8.812000	0.451882
8.911000	0.022739
9.010000	0.009541
9.109000	0.502381
9.208000	0.170287
9.307000	0.409755
9.406000	0.511074
9.505000	0.025018
9.604000	0.024606
9.703000	0.441656
9.802000	0.070594
9.901000	0.027118
10.000000	0.396616
