   r,m	P, W/m^2
---------------------------
0.100000	1521.148125
0.199000	383.165356
0.298000	175.301455
0.397000	92.080504
0.496000	60.956244
0.595000	41.524178
0.694000	34.363632
0.793000	21.678963
0.892000	22.000519
0.991000	15.087218
1.090000	14.304244
1.189000	10.514132
1.288000	7.941527
1.387000	6.373410
1.486000	8.515888
1.585000	5.619198
1.684000	6.691691
1.783000	4.885006
1.882000	4.089820
1.981000	5.044750
2.080000	3.228215
2.179000	2.892799
2.278000	2.308612
2.377000	3.668214
2.476000	2.272946
2.575000	1.607729
2.674000	2.833808
2.773000	1.908668
2.872000	1.422813
2.971000	2.127476
3.070000	1.516217
3.169000	0.813506
3.268000	1.148384
3.367000	1.235745
3.466000	0.938620
3.565000	0.737640
3.664000	1.615795
3.763000	1.150161
3.862000	0.773950
3.961000	1.597309
4.060000	0.755916
4.159000	0.673131
4.258000	0.997205
4.357000	0.468733
4.456000	0.572302
4.555000	0.400112
4.654000	0.657671
4.753000	1.067742
4.852000	0.578591
4.951000	0.247865
5.050000	0.691389
5.149000	0.635483
5.248000	0.176470
5.347000	0.246587
5.446000	1.025244
5.545000	0.388110
5.644000	0.498146
5.743000	0.306307
5.842000	0.479420
5.941000	0.616975
6.040000	0.280080
6.139000	0.185467
6.238000	0.549707
6.337000	0.861919
6.436000	0.123769
6.535000	0.214546
6.634000	0.577643
6.733000	0.421201
6.832000	0.067037
6.931000	0.413655
7.030000	0.143695
7.129000	0.200052
7.228000	0.042853
7.327000	0.351271
7.426000	0.056591
7.525000	0.407920
7.624000	0.315892
7.723000	0.640242
7.822000	0.115732
7.921000	0.505083
8.020000	0.053470
8.119000	0.042591
8.218000	0.470345
8.317000	0.113017
8.416000	0.029475
8.515000	0.627468
8.614000	0.071654
8.713000	0.051233
8.812000	0.465812
8.911000	0.068131
9.010000	0.021907
9.109000	0.595051
9.208000	0.155574
9.307000	0.214929
9.406000	0.097473
9.505000	0.009716
9.604000	0.004380
9.703000	0.495364
9.802000	0.128608
9.901000	0.287366
10.000000	0.490836
