   r,m	P, W/m^2
---------------------------
0.100000	1506.407207
0.199000	389.967408
0.298000	164.404587
0.397000	94.258009
0.496000	63.533117
0.595000	38.957306
0.694000	29.106514
0.793000	25.914624
0.892000	19.412791
0.991000	13.936711
1.090000	15.054042
1.189000	9.542951
1.288000	8.600931
1.387000	6.655370
1.486000	6.452999
1.585000	6.931860
1.684000	3.971456
1.783000	4.997663
1.882000	3.535622
1.981000	5.136877
2.080000	3.581376
2.179000	2.415425
2.278000	3.793332
2.377000	3.315868
2.476000	2.160115
2.575000	2.570947
2.674000	2.372139
2.773000	2.209151
2.872000	2.041026
2.971000	0.973355
3.070000	1.427289
3.169000	2.385589
3.268000	1.711590
3.367000	2.140965
3.466000	1.955094
3.565000	1.544155
3.664000	1.054483
3.763000	1.584090
3.862000	1.590395
3.961000	0.588776
4.060000	0.740118
4.159000	0.972999
4.258000	0.486702
4.357000	0.762693
4.456000	0.430020
4.555000	0.850806
4.654000	1.075028
4.753000	0.867632
4.852000	0.247891
4.951000	0.848164
5.050000	0.787756
5.149000	0.199511
5.248000	0.863732
5.347000	0.164435
5.446000	0.992766
5.545000	0.722846
5.644000	0.164345
5.743000	0.318667
5.842000	0.173173
5.941000	0.226194
6.040000	0.954734
6.139000	0.934397
6.238000	0.708403
6.337000	0.833866
6.436000	0.540360
6.535000	0.488769
6.634000	0.344701
6.733000	0.855687
6.832000	0.531670
6.931000	0.230462
7.030000	0.068582
7.129000	0.505912
7.228000	0.303123
7.327000	0.301715
7.426000	0.557378
7.525000	0.568270
7.624000	0.681699
7.723000	0.246877
7.822000	0.076198
7.921000	0.072165
8.020000	0.309044
8.119000	0.662425
8.218000	0.600712
8.317000	0.257931
8.416000	0.100400
8.515000	0.071324
8.614000	0.410369
8.713000	0.063252
8.812000	0.164170
8.911000	0.111975
9.010000	0.143378
9.109000	0.414601
9.208000	0.009227
9.307000	0.054431
9.406000	0.491800
9.505000	0.422623
9.604000	0.408573
9.703000	0.026193
9.802000	0.069058
9.901000	0.314668
10.000000	0.213315
