   r,m	P, W/m^2
---------------------------
0.100000	1547.882389
0.199000	376.717334
0.298000	180.568954
0.397000	99.273762
0.496000	66.374188
0.595000	39.736977
0.694000	33.805787
0.793000	24.266362
0.892000	17.586668
0.991000	15.622299
1.090000	11.148127
1.189000	8.984047
1.288000	9.221021
1.387000	9.910525
1.486000	5.634850
1.585000	7.809699
1.684000	6.407307
1.783000	6.390209
1.882000	5.611938
1.981000	3.976578
2.080000	4.883990
2.179000	2.654979
2.278000	2.966126
2.377000	2.674636
2.476000	2.486496
2.575000	1.943638
2.674000	2.555125
2.773000	1.571963
2.872000	1.785880
2.971000	2.100911
3.070000	1.133006
3.169000	1.589782
3.268000	1.244864
3.367000	1.872763
3.466000	0.794613
3.565000	1.471243
3.664000	0.881719
3.763000	0.854050
3.862000	1.019641
3.961000	1.137377
4.060000	0.672112
4.159000	0.388336
4.258000	1.274223
4.357000	0.472210
4.456000	0.695641
4.555000	0.603873
4.654000	0.753563
4.753000	0.560906
4.852000	0.574259
4.951000	0.304546
5.050000	0.334481
5.149000	0.183505
5.248000	0.589493
5.347000	0.779226
5.446000	0.137018
5.545000	0.382623
5.644000	0.249434
5.743000	0.960540
5.842000	0.330046
5.941000	0.857344
6.040000	0.136693
6.139000	0.092018
6.238000	0.087534
6.337000	0.143678
6.436000	0.501503
6.535000	0.638169
6.634000	0.240453
6.733000	0.299670
6.832000	0.241866
6.931000	0.709144
7.030000	0.749095
7.129000	0.124756
7.228000	0.543441
7.327000	0.250862
7.426000	0.293395
7.525000	0.695313
7.624000	0.079502
7.723000	0.406641
7.822000	0.161485
7.921000	0.039402
8.020000	0.118985
8.119000	0.433719
8.218000	0.455829
8.317000	0.383639
8.416000	0.033745
8.515000	0.164293
8.614000	0.553577
8.713000	0.156175
8.812000	0.031654
8.911000	0.078469
9.010000	0.301299
9.109000	0.440511
9.208000	0.109855
9.307000	0.532336
9.406000	0.030699
9.505000	0.400271
9.604000	0.298963
9.703000	0.253746
9.802000	0.201212
9.901000	0.002096
10.000000	0.403635
