   r,m	P, W/m^2
---------------------------
0.100000	1541.789437
0.199000	382.780124
0.298000	181.443584
0.397000	92.943930
0.496000	58.337480
0.595000	45.998292
0.694000	35.518879
0.793000	27.307042
0.892000	20.901420
0.991000	15.199658
1.090000	10.720233
1.189000	13.035704
1.288000	7.810816
1.387000	6.591228
1.486000	7.738259
1.585000	7.721720
1.684000	6.216540
1.783000	4.998477
1.882000	3.346447
1.981000	4.275025
2.080000	3.877373
2.179000	4.154226
2.278000	3.993502
2.377000	1.904144
2.476000	1.651002
2.575000	2.394862
2.674000	2.898991
2.773000	1.206641
2.872000	2.464205
2.971000	0.949389
3.070000	1.277768
3.169000	1.076773
3.268000	2.348589
3.367000	0.767606
3.466000	1.646742
3.565000	1.718219
3.664000	0.918231
3.763000	1.854474
3.862000	1.473067
3.961000	0.924268
4.060000	0.813114
4.159000	0.357362
4.258000	0.698274
4.357000	0.335041
4.456000	1.248225
4.555000	0.303373
4.654000	0.373662
4.753000	1.356733
4.852000	0.483393
4.951000	0.661739
5.050000	1.172440
5.149000	0.190279
5.248000	0.267182
5.347000	0.250161
5.446000	0.831684
5.545000	0.143591
5.644000	0.470638
5.743000	0.728810
5.842000	0.732701
5.941000	0.273169
6.040000	0.189455
6.139000	0.406872
6.238000	0.088448
6.337000	0.321717
6.436000	0.442373
6.535000	0.088649
6.634000	0.513896
6.733000	0.707741
6.832000	0.065784
6.931000	0.069403
7.030000	0.216613
7.129000	0.106290
7.228000	0.055300
7.327000	0.169980
7.426000	0.606725
7.525000	0.343676
7.624000	0.208976
7.723000	0.257753
7.822000	0.156036
7.921000	0.054680
8.020000	0.262353
8.119000	0.167965
8.218000	0.295919
8.317000	0.129845
8.416000	0.061798
8.515000	0.012708
8.614000	0.038842
8.713000	0.225105
8.812000	0.041463
8.911000	0.150624
9.010000	0.531540
9.109000	0.433113
9.208000	0.585090
9.307000	0.448123
9.406000	0.042632
9.505000	0.083872
9.604000	0.418895
9.703000	0.010024
9.802000	0.368278
9.901000	0.294606
10.000000	0.084564
