   r,m	P, W/m^2
---------------------------
0.100000	1511.215437
0.199000	377.387575
0.298000	180.665864
0.397000	97.832404
0.496000	65.199835
0.595000	46.423014
0.694000	31.566286
0.793000	21.139041
0.892000	18.154414
0.991000	14.005330
1.090000	14.774860
1.189000	10.221779
1.288000	8.480917
1.387000	8.139004
1.486000	5.897350
1.585000	4.792807
1.684000	4.676669
1.783000	4.472967
1.882000	4.933871
1.981000	3.703452
2.080000	3.785065
2.179000	2.764762
2.278000	3.518684
2.377000	2.359148
2.476000	3.650827
2.575000	2.124267
2.674000	2.096538
2.773000	2.278513
2.872000	2.407357
2.971000	1.317473
3.070000	1.105166
3.169000	2.460058
3.268000	1.977302
3.367000	1.080612
3.466000	1.022558
3.565000	0.794277
3.664000	1.425197
3.763000	0.683399
3.862000	0.733651
3.961000	1.171342
4.060000	0.468461
4.159000	0.418103
4.258000	1.184107
4.357000	0.611313
4.456000	0.919381
4.555000	0.707323
4.654000	1.029669
4.753000	0.830530
4.852000	0.443881
4.951000	1.189693
5.050000	0.588529
5.149000	0.237011
5.248000	0.934194
5.347000	1.030093
5.446000	0.657077
5.545000	0.351890
5.644000	0.527543
5.743000	0.150719
5.842000	0.317394
5.941000	0.912988
6.040000	0.791277
6.139000	0.179489
6.238000	0.712445
6.337000	0.210753
6.436000	0.499049
6.535000	0.405693
6.634000	0.404049
6.733000	0.690720
6.832000	0.085792
6.931000	0.684261
7.030000	0.513863
7.129000	0.258610
7.228000	0.112805
7.327000	0.085504
7.426000	0.471947
7.525000	0.143266
7.624000	0.311737
7.723000	0.297099
7.822000	0.420875
7.921000	0.696284
8.020000	0.227301
8.119000	0.427735
8.218000	0.248944
8.317000	0.662439
8.416000	0.040200
8.515000	0.601112
8.614000	0.038637
8.713000	0.033643
8.812000	0.537731
8.911000	0.566493
9.010000	0.301448
9.109000	0.222547
9.208000	0.034112
9.307000	0.311100
9.406000	0.125502
9.505000	0.221159
9.604000	0.561139
9.703000	0.004261
9.802000	0.234412
9.901000	0.020544
10.000000	0.364269
