   r,m	P, W/m^2
---------------------------
0.100000	1540.957095
0.199000	382.357184
0.298000	173.157353
0.397000	98.931859
0.496000	64.974573
0.595000	42.734730
0.694000	28.074628
0.793000	22.261719
0.892000	17.767202
0.991000	15.657320
1.090000	11.636395
1.189000	11.454700
1.288000	10.055522
1.387000	9.008880
1.486000	6.071116
1.585000	5.078822
1.684000	6.553445
1.783000	3.967546
1.882000	4.981222
1.981000	4.170381
2.080000	2.673042
2.179000	3.405888
2.278000	2.714570
2.377000	2.348654
2.476000	2.604046
2.575000	3.124317
2.674000	2.044481
2.773000	1.711534
2.872000	1.693964
2.971000	1.419074
3.070000	2.431227
3.169000	2.398483
3.268000	1.795706
3.367000	0.767673
3.466000	1.807655
3.565000	0.876865
3.664000	1.434994
3.763000	1.764695
3.862000	0.530036
3.961000	0.714024
4.060000	1.327418
4.159000	0.908992
4.258000	1.000488
4.357000	0.397950
4.456000	0.846125
4.555000	1.387517
4.654000	0.998672
4.753000	1.252083
4.852000	0.243220
4.951000	0.897699
5.050000	0.232141
5.149000	0.839034
5.248000	0.182547
5.347000	0.625800
5.446000	0.334997
5.545000	0.416502
5.644000	1.027778
5.743000	0.220672
5.842000	0.442338
5.941000	0.137453
6.040000	0.784850
6.139000	0.544684
6.238000	0.079585
6.337000	0.879241
6.436000	0.171654
6.535000	0.167415
6.634000	0.614726
6.733000	0.856233
6.832000	0.366146
6.931000	0.081757
7.030000	0.060270
7.129000	0.127438
7.228000	0.166164
7.327000	0.565792
7.426000	0.601646
7.525000	0.073233
7.624000	0.097331
7.723000	0.030610
7.822000	0.148775
7.921000	0.380755
8.020000	0.650039
8.119000	0.027755
8.218000	0.389309
8.317000	0.079679
8.416000	0.051347
8.515000	0.396692
8.614000	0.614056
8.713000	0.128113
8.812000	0.305102
8.911000	0.320219
9.010000	0.029802
9.109000	0.572320
9.208000	0.059710
9.307000	0.196288
9.406000	0.419517
9.505000	0.290488
9.604000	0.175664
9.703000	0.115469
9.802000	0.022641
9.901000	0.046969
10.000000	0.281120
