   r,m	P, W/m^2
---------------------------
0.100000	1542.404667
0.199000	372.915239
0.298000	164.541624
0.397000	93.952389
0.496000	64.114655
0.595000	41.543381
0.694000	28.228309
0.793000	25.487879
0.892000	19.665235
0.991000	13.840919
1.090000	13.011126
1.189000	12.982858
1.288000	11.233743
1.387000	6.429277
1.486000	7.958439
1.585000	5.834719
1.684000	5.028648
1.783000	6.182020
1.882000	4.405965
1.981000	3.156809
2.080000	2.992244
2.179000	2.690743
2.278000	2.062689
2.377000	2.429161
2.476000	3.029596
2.575000	2.124945
2.674000	1.639847
2.773000	2.099170
2.872000	1.112790
2.971000	1.082926
3.070000	1.407656
3.169000	2.402122
3.268000	0.824483
3.367000	2.087521
3.466000	1.276335
3.565000	0.855587
3.664000	0.857089
3.763000	1.238524
3.862000	0.582410
3.961000	0.519897
4.060000	0.482244
4.159000	0.376427
4.258000	0.372217
4.357000	1.187042
4.456000	1.071605
4.555000	1.293643
4.654000	0.391121
4.753000	0.475528
4.852000	0.381113
4.951000	0.201327
5.050000	0.250283
5.149000	0.743961
5.248000	0.418749
5.347000	0.964459
5.446000	0.496510
5.545000	0.215883
5.644000	0.323851
5.743000	0.555996
5.842000	0.899601
5.941000	0.695301
6.040000	0.642324
6.139000	0.144783
6.238000	0.672173
6.337000	0.467599
6.436000	0.903806
6.535000	0.067211
6.634000	0.676723
6.733000	0.108701
6.832000	0.782004
6.931000	0.206209
7.030000	0.396192
7.129000	0.060331
7.228000	0.558915
7.327000	0.142353
7.426000	0.040000
7.525000	0.551741
7.624000	0.497162
7.723000	0.061615
7.822000	0.055413
7.921000	0.145441
8.020000	0.168234
8.119000	0.101461
8.218000	0.022763
8.317000	0.150141
8.416000	0.256637
8.515000	0.098327
8.614000	0.014170
8.713000	0.086087
8.812000	0.282246
8.911000	0.065326
9.010000	0.045446
9.109000	0.387727
9.208000	0.441036
9.307000	0.280272
9.406000	0.049040
9.505000	0.219188
9.604000	0.529845
9.703000	0.078166
9.802000	0.019649
9.901000	0.317046
10.000000	0.477444
