   r,m	P, W/m^2
---------------------------
0.100000	1529.134473
0.199000	397.023018
0.298000	168.221728
0.397000	98.091971
0.496000	67.699271
0.595000	47.266465
0.694000	32.072188
0.793000	25.949371
0.892000	21.797151
0.991000	18.043631
1.090000	11.789060
1.189000	11.929435
1.288000	8.760802
1.387000	9.101856
1.486000	5.272380
1.585000	4.736584
1.684000	4.587209
1.783000	4.158841
1.882000	3.701055
1.981000	3.432826
2.080000	4.075023
2.179000	2.772874
2.278000	3.978719
2.377000	2.966133
2.476000	1.885054
2.575000	3.354900
2.674000	2.295377
2.773000	1.343204
2.872000	1.538055
2.971000	1.471083
3.070000	1.752255
3.169000	1.875352
3.268000	1.362840
3.367000	1.036549
3.466000	1.711085
3.565000	2.061608
3.664000	1.067280
3.763000	0.701698
3.862000	1.262084
3.961000	0.562155
4.060000	1.220819
4.159000	0.989124
4.258000	0.588751
4.357000	0.326435
4.456000	0.488650
4.555000	0.937575
4.654000	0.444756
4.753000	0.639896
4.852000	1.050531
4.951000	0.432703
5.050000	0.305989
5.149000	0.642106
5.248000	0.301867
5.347000	0.268177
5.446000	0.343344
5.545000	0.659484
5.644000	0.365294
5.743000	0.825583
5.842000	0.433629
5.941000	0.839845
6.040000	0.523491
6.139000	0.772812
6.238000	0.091228
6.337000	0.327412
6.436000	0.779228
6.535000	0.211895
6.634000	0.226228
6.733000	0.336639
6.832000	0.188690
6.931000	0.120210
7.030000	0.426911
7.129000	0.423833
7.228000	0.044962
7.327000	0.354072
7.426000	0.406665
7.525000	0.048008
7.624000	0.609118
7.723000	0.425795
7.822000	0.256693
7.921000	0.513084
8.020000	0.031437
8.119000	0.100402
8.218000	0.086105
8.317000	0.454133
8.416000	0.062694
8.515000	0.497729
8.614000	0.645284
8.713000	0.241645
8.812000	0.125545
8.911000	0.615812
9.010000	0.282181
9.109000	0.155513
9.208000	0.354771
9.307000	0.059367
9.406000	0.402506
9.505000	0.147094
9.604000	0.329912
9.703000	0.190917
9.802000	0.198996
9.901000	0.444381
10.000000	0.037128
