   r,m	P, W/m^2
---------------------------
0.100000	1516.587294
0.199000	398.600778
0.298000	168.779983
0.397000	93.693143
0.496000	57.255705
0.595000	41.318963
0.694000	28.769379
0.793000	26.031990
0.892000	17.791318
0.991000	17.509350
1.090000	14.205456
1.189000	9.716850
1.288000	10.050291
1.387000	6.431466
1.486000	7.744052
1.585000	6.591846
1.684000	6.714069
1.783000	4.409215
1.882000	3.396019
1.981000	3.060134
2.080000	3.376879
2.179000	2.822025
2.278000	2.538398
2.377000	1.858057
2.476000	2.526185
2.575000	1.439715
2.674000	2.168235
2.773000	1.180683
2.872000	1.633373
2.971000	1.890454
3.070000	2.492177
3.169000	0.802260
3.268000	1.135024
3.367000	1.619358
3.466000	1.019946
3.565000	0.969653
3.664000	1.605672
3.763000	0.720178
3.862000	0.499016
3.961000	1.671194
4.060000	0.427827
4.159000	0.399324
4.258000	0.871744
4.357000	1.514228
4.456000	0.314345
4.555000	0.680995
4.654000	1.091359
4.753000	1.116925
4.852000	0.340129
4.951000	0.530071
5.050000	1.112298
5.149000	0.469354
5.248000	0.650471
5.347000	0.371610
5.446000	0.314502
5.545000	0.368025
5.644000	0.615488
5.743000	0.411702
5.842000	0.612920
5.941000	0.415565
6.040000	0.321763
6.139000	0.301606
6.238000	0.895799
6.337000	0.144979
6.436000	0.350616
6.535000	0.854977
6.634000	0.789729
6.733000	0.057634
6.832000	0.055803
6.931000	0.270507
7.030000	0.059053
7.129000	0.636813
7.228000	0.587872
7.327000	0.270131
7.426000	0.400965
7.525000	0.121519
7.624000	0.404578
7.723000	0.117378
7.822000	0.564720
7.921000	0.201934
8.020000	0.588147
8.119000	0.597733
8.218000	0.565769
8.317000	0.233181
8.416000	0.305156
8.515000	0.034445
8.614000	0.012970
8.713000	0.197255
8.812000	0.142368
8.911000	0.618853
9.010000	0.614543
9.109000	0.082385
9.208000	0.185511
9.307000	0.437618
9.406000	0.220533
9.505000	0.177361
9.604000	0.005707
9.703000	0.003857
9.802000	0.270961
9.901000	0.413159
10.000000	0.410889
