   r,m	P, W/m^2
---------------------------
0.100000	1513.190501
0.199000	393.046299
0.298000	178.650952
0.397000	94.567857
0.496000	61.487904
0.595000	45.954719
0.694000	35.252493
0.793000	23.895159
0.892000	17.181375
0.991000	17.265100
1.090000	11.547762
1.189000	8.758401
1.288000	10.261994
1.387000	7.279958
1.486000	5.502152
1.585000	5.195771
1.684000	4.049356
1.783000	5.772197
1.882000	4.166420
1.981000	2.790183
2.080000	4.895193
2.179000	2.748729
2.278000	2.287117
2.377000	2.978603
2.476000	3.185427
2.575000	2.686262
2.674000	1.594844
2.773000	2.355141
2.872000	1.175823
2.971000	2.108364
3.070000	2.223704
3.169000	2.433103
3.268000	2.035919
3.367000	2.039370
3.466000	1.386227
3.565000	1.932855
3.664000	0.616723
3.763000	0.567753
3.862000	1.331574
3.961000	0.527841
4.060000	1.116369
4.159000	1.625212
4.258000	0.624440
4.357000	0.896099
4.456000	0.546831
4.555000	0.553739
4.654000	0.867711
4.753000	1.162420
4.852000	0.373766
4.951000	0.498592
5.050000	0.331390
5.149000	0.516930
5.248000	0.548950
5.347000	0.838706
5.446000	0.225973
5.545000	0.954426
5.644000	1.032591
5.743000	0.987705
5.842000	0.354912
5.941000	0.730397
6.040000	0.782414
6.139000	0.673433
6.238000	0.301678
6.337000	0.258547
6.436000	0.886647
6.535000	0.657478
6.634000	0.083340
6.733000	0.484700
6.832000	0.606050
6.931000	0.541190
7.030000	0.309792
7.129000	0.533624
7.228000	0.344149
7.327000	0.526199
7.426000	0.377504
7.525000	0.536716
7.624000	0.296726
7.723000	0.109377
7.822000	0.602905
7.921000	0.550839
8.020000	0.302167
8.119000	0.028363
8.218000	0.223942
8.317000	0.420792
8.416000	0.551749
8.515000	0.028402
8.614000	0.210855
8.713000	0.012234
8.812000	0.054143
8.911000	0.123032
9.010000	0.351091
9.109000	0.277886
9.208000	0.579485
9.307000	0.116989
9.406000	0.023061
9.505000	0.450332
9.604000	0.374136
9.703000	0.422989
9.802000	0.394465
9.901000	0.538145
10.000000	0.071846
