   r,m	P, W/m^2
---------------------------
0.100000	1533.040810
0.199000	391.375848
0.298000	173.414760
0.397000	95.781689
0.496000	59.828789
0.595000	45.224467
0.694000	34.064276
0.793000	26.995563
0.892000	20.263159
0.991000	14.561148
1.090000	12.214041
1.189000	10.593438
1.288000	11.063632
1.387000	8.703240
1.486000	8.032608
1.585000	6.673128
1.684000	4.047196
1.783000	3.565021
1.882000	3.503768
1.981000	3.945374
2.080000	2.533878
2.179000	3.445706
2.278000	3.322100
2.377000	2.394000
2.476000	2.875860
2.575000	2.154420
2.674000	2.902952
2.773000	1.146472
2.872000	2.360798
2.971000	2.371722
3.070000	1.003701
3.169000	2.420844
3.268000	1.299349
3.367000	1.408442
3.466000	1.221015
3.565000	0.888848
3.664000	1.533949
3.763000	0.520503
3.862000	1.049823
3.961000	0.566043
4.060000	1.410848
4.159000	1.269318
4.258000	0.456565
4.357000	1.304785
4.456000	0.535434
4.555000	1.029234
4.654000	0.710262
4.753000	0.984413
4.852000	0.353969
4.951000	1.014811
5.050000	1.036357
5.149000	0.268830
5.248000	0.777388
5.347000	0.668761
5.446000	0.135625
5.545000	0.492738
5.644000	0.400382
5.743000	0.136299
5.842000	0.514458
5.941000	0.837140
6.040000	0.933040
6.139000	0.427452
6.238000	0.678415
6.337000	0.086186
6.436000	0.125294
6.535000	0.072037
6.634000	0.653652
6.733000	0.210040
6.832000	0.738376
6.931000	0.741996
7.030000	0.749274
7.129000	0.266093
7.228000	0.106279
7.327000	0.078633
7.426000	0.263099
7.525000	0.046243
7.624000	0.592026
7.723000	0.073116
7.822000	0.185486
7.921000	0.408028
8.020000	0.178200
8.119000	0.436531
8.218000	0.528574
8.317000	0.499999
8.416000	0.345712
8.515000	0.224342
8.614000	0.593653
8.713000	0.384072
8.812000	0.359275
8.911000	0.031236
9.010000	0.245606
9.109000	0.053326
9.208000	0.009755
9.307000	0.591795
9.406000	0.108925
9.505000	0.537623
9.604000	0.125024
9.703000	0.028325
9.802000	0.053839
9.901000	0.069637
10.000000	0.031404
