   r,m	P, W/m^2
---------------------------
0.100000	1551.827426
0.199000	398.047977
0.298000	165.155104
0.397000	100.306775
0.496000	63.941462
0.595000	45.663741
0.694000	28.895456
0.793000	27.733585
0.892000	20.282813
0.991000	17.719276
1.090000	10.725876
1.189000	10.774390
1.288000	9.164509
1.387000	8.273083
1.486000	8.522685
1.585000	6.993036
1.684000	6.718461
1.783000	3.861790
1.882000	3.166057
1.981000	3.284248
2.080000	2.818034
2.179000	2.803860
2.278000	3.345216
2.377000	2.660305
2.476000	1.896936
2.575000	3.063333
2.674000	1.604946
2.773000	2.453392
2.872000	2.174090
2.971000	1.263927
3.070000	2.081967
3.169000	2.275218
3.268000	1.826648
3.367000	1.207787
3.466000	1.635811
3.565000	1.976504
3.664000	1.882179
3.763000	1.178778
3.862000	0.472200
3.961000	0.461420
4.060000	0.555018
4.159000	0.728343
4.258000	0.933820
4.357000	1.031705
4.456000	1.347825
4.555000	1.110912
4.654000	1.233018
4.753000	0.865776
4.852000	0.296233
4.951000	0.194361
5.050000	0.298136
5.149000	0.727736
5.248000	0.936388
5.347000	0.483887
5.446000	0.872742
5.545000	0.140800
5.644000	0.134903
5.743000	0.359129
5.842000	0.285167
5.941000	0.282971
6.040000	0.210426
6.139000	0.822945
6.238000	0.381806
6.337000	0.087478
6.436000	0.571339
6.535000	0.488385
6.634000	0.823076
6.733000	0.481618
6.832000	0.175922
6.931000	0.576664
7.030000	0.066532
7.129000	0.160984
7.228000	0.178825
7.327000	0.106355
7.426000	0.344425
7.525000	0.316195
7.624000	0.027631
7.723000	0.409497
7.822000	0.127957
7.921000	0.243351
8.020000	0.176281
8.119000	0.324961
8.218000	0.339477
8.317000	0.027295
8.416000	0.306851
8.515000	0.204056
8.614000	0.012554
8.713000	0.010559
8.812000	0.188925
8.911000	0.421184
9.010000	0.334563
9.109000	0.059068
9.208000	0.128345
9.307000	0.317011
9.406000	0.074153
9.505000	0.460721
9.604000	0.010322
9.703000	0.239657
9.802000	0.217675
9.901000	0.357875
10.000000	0.212206
