   r,m	P, W/m^2
---------------------------
0.100000	1542.712409
0.199000	375.358274
0.298000	179.409221
0.397000	95.039525
0.496000	58.346350
0.595000	45.896499
0.694000	32.007594
0.793000	22.996580
0.892000	18.693265
0.991000	16.876531
1.090000	12.266757
1.189000	10.054187
1.288000	7.846222
1.387000	7.466204
1.486000	7.256385
1.585000	5.557394
1.684000	4.677019
1.783000	4.073981
1.882000	5.416176
1.981000	3.986647
2.080000	3.951725
2.179000	2.653989
2.278000	3.973243
2.377000	3.889151
2.476000	2.357514
2.575000	3.177513
2.674000	2.928669
2.773000	1.382091
2.872000	1.049320
2.971000	1.554692
3.070000	1.354189
3.169000	1.987244
3.268000	0.876133
3.367000	2.200782
3.466000	0.847199
3.565000	1.230902
3.664000	1.454555
3.763000	1.512188
3.862000	1.270881
3.961000	0.709405
4.060000	1.658826
4.159000	0.712653
4.258000	0.483156
4.357000	0.925912
4.456000	0.755490
4.555000	0.463416
4.654000	1.322622
4.753000	0.660515
4.852000	1.198659
4.951000	0.283307
5.050000	0.410214
5.149000	0.490850
5.248000	0.460782
5.347000	1.118143
5.446000	0.247956
5.545000	0.782796
5.644000	1.011969
5.743000	0.531320
5.842000	0.140423
5.941000	0.123360
6.040000	0.545034
6.139000	0.182345
6.238000	0.645169
6.337000	0.246844
6.436000	0.335609
6.535000	0.324954
6.634000	0.224149
6.733000	0.512637
6.832000	0.437334
6.931000	0.087399
7.030000	0.060564
7.129000	0.250600
7.228000	0.711477
7.327000	0.066764
7.426000	0.036718
7.525000	0.418266
7.624000	0.458366
7.723000	0.106340
7.822000	0.588360
7.921000	0.312730
8.020000	0.301893
8.119000	0.177720
8.218000	0.032628
8.317000	0.396033
8.416000	0.507660
8.515000	0.122363
8.614000	0.511983
8.713000	0.454649
8.812000	0.052039
8.911000	0.304214
9.010000	0.020580
9.109000	0.279805
9.208000	0.219327
9.307000	0.501143
9.406000	0.415225
9.505000	0.097096
9.604000	0.350705
9.703000	0.321393
9.802000	0.011049
9.901000	0.160728
10.000000	0.064702
