   r,m	P, W/m^2
---------------------------
0.100000	1540.468091
0.199000	382.536999
0.298000	173.432824
0.397000	103.377924
0.496000	63.525635
0.595000	39.254753
0.694000	29.463904
0.793000	21.446447
0.892000	16.371898
0.991000	15.782752
1.090000	14.961790
1.189000	12.361231
1.288000	8.949115
1.387000	6.434194
1.486000	6.584324
1.585000	5.692121
1.684000	5.869047
1.783000	5.005226
1.882000	3.473290
1.981000	4.226508
2.080000	3.083441
2.179000	4.225984
2.278000	3.596156
2.377000	3.317395
2.476000	2.584356
2.575000	2.389580
2.674000	1.362013
2.773000	1.694465
2.872000	2.240914
2.971000	1.341747
3.070000	1.048546
3.169000	1.729479
3.268000	1.512547
3.367000	0.774634
3.466000	1.589132
3.565000	0.930422
3.664000	1.842906
3.763000	1.524537
3.862000	1.079299
3.961000	0.843998
4.060000	1.384936
4.159000	0.501679
4.258000	1.183800
4.357000	0.558473
4.456000	0.487647
4.555000	0.479051
4.654000	0.557259
4.753000	1.214409
4.852000	1.102782
4.951000	0.636737
5.050000	0.248925
5.149000	0.685009
5.248000	0.620604
5.347000	0.149960
5.446000	0.533620
5.545000	0.292594
5.644000	0.449436
5.743000	0.234594
5.842000	0.897343
5.941000	0.200342
6.040000	0.577024
6.139000	0.193232
6.238000	0.545822
6.337000	0.211347
6.436000	0.311940
6.535000	0.880752
6.634000	0.094964
6.733000	0.592650
6.832000	0.812465
6.931000	0.087624
7.030000	0.477399
7.129000	0.407875
7.228000	0.178765
7.327000	0.396412
7.426000	0.380407
7.525000	0.111823
7.624000	0.401586
7.723000	0.122766
7.822000	0.639235
7.921000	0.409988
8.020000	0.221057
8.119000	0.175890
8.218000	0.437034
8.317000	0.110269
8.416000	0.602146
8.515000	0.205294
8.614000	0.336024
8.713000	0.105612
8.812000	0.131947
8.911000	0.208074
9.010000	0.036483
9.109000	0.195002
9.208000	0.145317
9.307000	0.351442
9.406000	0.544048
9.505000	0.137370
9.604000	0.541260
9.703000	0.162464
9.802000	0.039119
9.901000	0.160995
10.000000	0.005558
