   r,m	P, W/m^2
---------------------------
0.100000	1538.068619
0.199000	398.173971
0.298000	168.492211
0.397000	102.751026
0.496000	60.712948
0.595000	43.484362
0.694000	32.655607
0.793000	23.813891
0.892000	17.006559
0.991000	16.423797
1.090000	14.258348
1.189000	10.925740
1.288000	9.723448
1.387000	7.247551
1.486000	7.272080
1.585000	7.441128
1.684000	6.833040
1.783000	4.197607
1.882000	4.578022
1.981000	3.661566
2.080000	3.716036
2.179000	3.912888
2.278000	3.182313
2.377000	2.502071
2.476000	3.489271
2.575000	1.645241
2.674000	1.480264
2.773000	2.202310
2.872000	2.515055
2.971000	1.522515
3.070000	1.603147
3.169000	1.137014
3.268000	0.989058
3.367000	1.487879
3.466000	1.807554
3.565000	1.102357
3.664000	1.140537
3.763000	1.349627
3.862000	1.426889
3.961000	0.998542
4.060000	1.129320
4.159000	0.447308
4.258000	0.511133
4.357000	0.785281
4.456000	0.936022
4.555000	1.245235
4.654000	0.372689
4.753000	0.928117
4.852000	0.707879
4.951000	1.195107
5.050000	0.701046
5.149000	1.139310
5.248000	1.018863
5.347000	0.411217
5.446000	0.461579
5.545000	0.262862
5.644000	0.473214
5.743000	0.825779
5.842000	0.188182
5.941000	0.895328
6.040000	0.801668
6.139000	0.119603
6.238000	0.873501
6.337000	0.878330
6.436000	0.846441
6.535000	0.226136
6.634000	0.143989
6.733000	0.222566
6.832000	0.591758
6.931000	0.672208
7.030000	0.769509
7.129000	0.133382
7.228000	0.585956
7.327000	0.509602
7.426000	0.176344
7.525000	0.255887
7.624000	0.702228
7.723000	0.045824
7.822000	0.384299
7.921000	0.176943
8.020000	0.170085
8.119000	0.677244
8.218000	0.238825
8.317000	0.336895
8.416000	0.040106
8.515000	0.300111
8.614000	0.032018
8.713000	0.015568
8.812000	0.231648
8.911000	0.042141
9.010000	0.404769
9.109000	0.030400
9.208000	0.387195
9.307000	0.132068
9.406000	0.082234
9.505000	0.112710
9.604000	0.472420
9.703000	0.268010
9.802000	0.379804
9.901000	0.423620
10.000000	0.451589
