   r,m	P, W/m^2
---------------------------
0.100000	1514.964187
0.199000	377.555712
0.298000	163.476896
0.397000	93.802177
0.496000	59.586669
0.595000	47.098194
0.694000	31.616366
0.793000	27.874624
0.892000	16.424948
0.991000	17.788099
1.090000	12.721941
1.189000	9.285465
1.288000	9.867643
1.387000	7.369766
1.486000	5.531986
1.585000	5.598457
1.684000	5.933723
1.783000	3.791071
1.882000	5.011798
1.981000	3.885977
2.080000	3.454472
2.179000	3.401728
2.278000	3.295472
2.377000	2.194780
2.476000	2.483509
2.575000	3.137672
2.674000	2.551653
2.773000	2.021309
2.872000	2.380494
2.971000	1.071076
3.070000	1.561820
3.169000	1.970739
3.268000	2.177138
3.367000	0.777795
3.466000	0.980290
3.565000	0.696508
3.664000	1.138329
3.763000	1.493768
3.862000	1.274689
3.961000	1.149347
4.060000	0.556145
4.159000	0.786248
4.258000	1.529076
4.357000	0.412106
4.456000	0.844926
4.555000	0.293504
4.654000	0.393150
4.753000	0.686668
4.852000	0.566463
4.951000	1.188359
5.050000	0.721482
5.149000	0.456710
5.248000	0.190250
5.347000	0.579883
5.446000	0.542305
5.545000	0.965746
5.644000	0.734912
5.743000	0.560806
5.842000	0.843068
5.941000	0.143686
6.040000	0.471549
6.139000	0.248771
6.238000	0.869812
6.337000	0.314461
6.436000	0.075795
6.535000	0.170819
6.634000	0.583312
6.733000	0.734814
6.832000	0.538513
6.931000	0.172561
7.030000	0.579851
7.129000	0.128143
7.228000	0.329037
7.327000	0.171677
7.426000	0.418628
7.525000	0.434677
7.624000	0.318984
7.723000	0.416866
7.822000	0.610677
7.921000	0.236674
8.020000	0.104122
8.119000	0.376659
8.218000	0.507848
8.317000	0.642858
8.416000	0.527651
8.515000	0.145305
8.614000	0.023088
8.713000	0.260937
8.812000	0.313490
8.911000	0.076694
9.010000	0.277988
9.109000	0.386953
9.208000	0.277483
9.307000	0.273174
9.406000	0.072098
9.505000	0.376132
9.604000	0.067924
9.703000	0.525960
9.802000	0.118073
9.901000	0.127991
10.000000	0.083919
