   r,m	P, W/m^2
---------------------------
0.100000	1505.067293
0.199000	388.534844
0.298000	173.105425
0.397000	102.720314
0.496000	59.040348
0.595000	41.308589
0.694000	34.658005
0.793000	27.181280
0.892000	16.699954
0.991000	17.660534
1.090000	15.075732
1.189000	12.719585
1.288000	9.957623
1.387000	7.480745
1.486000	5.925781
1.585000	5.659672
1.684000	5.666565
1.783000	4.057501
1.882000	5.675444
1.981000	3.676050
2.080000	3.940855
2.179000	2.179443
2.278000	2.591513
2.377000	2.252753
2.476000	2.087650
2.575000	1.544935
2.674000	2.934769
2.773000	1.163182
2.872000	1.216584
2.971000	2.330322
3.070000	1.476849
3.169000	2.412721
3.268000	1.478367
3.367000	2.261283
3.466000	2.094799
3.565000	1.320302
3.664000	0.889868
3.763000	1.769862
3.862000	1.551963
3.961000	0.682192
4.060000	1.561070
4.159000	1.284279
4.258000	0.742290
4.357000	1.261818
4.456000	0.635558
4.555000	0.774929
4.654000	0.271712
4.753000	1.360827
4.852000	0.622031
4.951000	1.187387
5.050000	0.812326
5.149000	0.529874
5.248000	0.211387
5.347000	1.138802
5.446000	0.326676
5.545000	0.333915
5.644000	0.577148
5.743000	0.935570
5.842000	0.328652
5.941000	0.251626
6.040000	0.419064
6.139000	0.446201
6.238000	0.948407
6.337000	0.583699
6.436000	0.632952
6.535000	0.552817
6.634000	0.552773
6.733000	0.530683
6.832000	0.673098
6.931000	0.176333
7.030000	0.634270
7.129000	0.777011
7.228000	0.428488
7.327000	0.222147
7.426000	0.088159
7.525000	0.236636
7.624000	0.635588
7.723000	0.271424
7.822000	0.559583
7.921000	0.137637
8.020000	0.550278
8.119000	0.246650
8.218000	0.586592
8.317000	0.099388
8.416000	0.582098
8.515000	0.506774
8.614000	0.104725
8.713000	0.034680
8.812000	0.315980
8.911000	0.406223
9.010000	0.125344
9.109000	0.122633
9.208000	0.449974
9.307000	0.147814
9.406000	0.416929
9.505000	0.417672
9.604000	0.465040
9.703000	0.335216
9.802000	0.271583
9.901000	0.016668
10.000000	0.003803
