   r,m	P, W/m^2
---------------------------
0.100000	1522.985563
0.199000	391.353057
0.298000	181.105929
0.397000	102.857286
0.496000	62.312874
0.595000	44.422333
0.694000	30.803880
0.793000	21.568472
0.892000	17.602044
0.991000	13.354474
1.090000	15.434233
1.189000	10.639326
1.288000	10.380335
1.387000	8.952886
1.486000	6.813390
1.585000	5.908034
1.684000	6.423703
1.783000	5.119321
1.882000	4.106276
1.981000	3.394015
2.080000	3.050572
2.179000	3.793425
2.278000	3.413201
2.377000	2.829933
2.476000	3.402319
2.575000	1.473053
2.674000	3.014185
2.773000	2.243305
2.872000	1.110336
2.971000	2.733185
3.070000	2.403108
3.169000	1.201161
3.268000	1.504764
3.367000	1.112924
3.466000	1.068566
3.565000	1.223142
3.664000	1.634090
3.763000	1.045930
3.862000	1.838206
3.961000	0.806955
4.060000	1.454433
4.159000	0.376939
4.258000	1.236340
4.357000	0.608650
4.456000	0.503615
4.555000	0.927288
4.654000	1.360751
4.753000	0.777152
4.852000	1.129190
4.951000	0.648137
5.050000	0.508081
5.149000	0.619929
5.248000	0.355019
5.347000	0.735099
5.446000	0.426189
5.545000	0.202005
5.644000	0.562690
5.743000	0.174271
5.842000	0.957732
5.941000	0.285408
6.040000	0.643295
6.139000	0.753707
6.238000	0.102796
6.337000	0.187540
6.436000	0.465483
6.535000	0.687074
6.634000	0.519997
6.733000	0.069668
6.832000	0.491688
6.931000	0.710296
7.030000	0.060836
7.129000	0.071128
7.228000	0.220470
7.327000	0.655546
7.426000	0.417252
7.525000	0.557571
7.624000	0.594183
7.723000	0.357078
7.822000	0.303163
7.921000	0.215508
8.020000	0.200007
8.119000	0.036676
8.218000	0.021379
8.317000	0.469444
8.416000	0.344275
8.515000	0.092610
8.614000	0.057099
8.713000	0.140203
8.812000	0.287710
8.911000	0.061053
9.010000	0.012510
9.109000	0.020059
9.208000	0.090614
9.307000	0.245020
9.406000	0.133482
9.505000	0.476635
9.604000	0.180138
9.703000	0.402340
9.802000	0.169048
9.901000	0.103887
10.000000	0.034401
