   r,m	P, W/m^2
---------------------------
0.100000	1527.975181
0.199000	385.224472
0.298000	178.538241
0.397000	91.848056
0.496000	58.353538
0.595000	44.710986
0.694000	34.294792
0.793000	26.522086
0.892000	21.568308
0.991000	15.080536
1.090000	11.012769
1.189000	8.741791
1.288000	7.750098
1.387000	8.660567
1.486000	8.237928
1.585000	6.451181
1.684000	4.372407
1.783000	5.019515
1.882000	5.377517
1.981000	3.591393
2.080000	3.840984
2.179000	3.248681
2.278000	2.761800
2.377000	1.863607
2.476000	3.140784
2.575000	1.825800
2.674000	1.325500
2.773000	1.725792
2.872000	1.333413
2.971000	2.087352
3.070000	1.017246
3.169000	1.516310
3.268000	1.700854
3.367000	1.400033
3.466000	2.092399
3.565000	1.549501
3.664000	1.719640
3.763000	1.028733
3.862000	1.549454
3.961000	1.047654
4.060000	0.752673
4.159000	1.132194
4.258000	1.219337
4.357000	0.758672
4.456000	0.920236
4.555000	0.416147
4.654000	0.928672
4.753000	0.372370
4.852000	0.726236
4.951000	1.221959
5.050000	1.205402
5.149000	0.913900
5.248000	0.874292
5.347000	0.533604
5.446000	0.199072
5.545000	0.991891
5.644000	0.886357
5.743000	0.218308
5.842000	0.341827
5.941000	0.200550
6.040000	0.548482
6.139000	0.132932
6.238000	0.914754
6.337000	0.859946
6.436000	0.501583
6.535000	0.300625
6.634000	0.680106
6.733000	0.110189
6.832000	0.114688
6.931000	0.729771
7.030000	0.295046
7.129000	0.228371
7.228000	0.307971
7.327000	0.681543
7.426000	0.413062
7.525000	0.057430
7.624000	0.661170
7.723000	0.098884
7.822000	0.532182
7.921000	0.625349
8.020000	0.496880
8.119000	0.406507
8.218000	0.050906
8.317000	0.394231
8.416000	0.428650
8.515000	0.347193
8.614000	0.587650
8.713000	0.359143
8.812000	0.070500
8.911000	0.047692
9.010000	0.071062
9.109000	0.018013
9.208000	0.009284
9.307000	0.167197
9.406000	0.122978
9.505000	0.151656
9.604000	0.246695
9.703000	0.066491
9.802000	0.015059
9.901000	0.174557
10.000000	0.464071
