   r,m	P, W/m^2
---------------------------
0.100000	1521.370932
0.199000	384.027698
0.298000	179.805545
0.397000	100.660762
0.496000	63.938637
0.595000	46.419280
0.694000	28.382004
0.793000	21.025278
0.892000	16.650623
0.991000	13.332103
1.090000	14.915875
1.189000	9.910229
1.288000	7.659386
1.387000	6.622799
1.486000	7.913049
1.585000	5.768811
1.684000	5.814392
1.783000	3.595573
1.882000	4.943060
1.981000	5.070222
2.080000	2.914185
2.179000	4.304198
2.278000	2.188291
2.377000	3.700848
2.476000	2.930847
2.575000	3.409593
2.674000	1.954368
2.773000	2.911227
2.872000	1.539482
2.971000	1.007632
3.070000	1.867967
3.169000	1.042867
3.268000	0.747561
3.367000	1.482842
3.466000	1.288350
3.565000	1.421493
3.664000	1.659115
3.763000	1.545710
3.862000	0.911480
3.961000	0.693089
4.060000	1.152214
4.159000	0.913208
4.258000	0.356259
4.357000	1.043411
4.456000	0.516194
4.555000	0.583570
4.654000	1.113578
4.753000	1.294799
4.852000	0.528682
4.951000	1.260609
5.050000	0.243937
5.149000	1.113484
5.248000	0.158161
5.347000	0.910408
5.446000	0.959545
5.545000	0.810329
5.644000	0.954138
5.743000	0.333589
5.842000	0.860728
5.941000	0.542098
6.040000	0.994084
6.139000	0.231516
6.238000	0.233178
6.337000	0.763583
6.436000	0.240037
6.535000	0.155873
6.634000	0.317026
6.733000	0.415561
6.832000	0.052749
6.931000	0.080648
7.030000	0.506441
7.129000	0.054634
7.228000	0.175600
7.327000	0.152775
7.426000	0.674793
7.525000	0.436242
7.624000	0.054409
7.723000	0.113023
7.822000	0.090587
7.921000	0.138352
8.020000	0.147502
8.119000	0.522759
8.218000	0.040721
8.317000	0.047327
8.416000	0.066948
8.515000	0.019987
8.614000	0.255148
8.713000	0.480215
8.812000	0.100043
8.911000	0.010310
9.010000	0.142887
9.109000	0.313803
9.208000	0.031511
9.307000	0.058099
9.406000	0.042699
9.505000	0.061104
9.604000	0.249822
9.703000	0.069408
9.802000	0.099555
9.901000	0.216297
10.000000	0.039887
