   r,m	P, W/m^2
---------------------------
0.100000	1510.843103
0.199000	393.414458
0.298000	175.480663
0.397000	93.158443
0.496000	62.529801
0.595000	44.229508
0.694000	34.664787
0.793000	21.160927
0.892000	19.620020
0.991000	13.394065
1.090000	12.097689
1.189000	12.075390
1.288000	9.459118
1.387000	6.614347
1.486000	8.408370
1.585000	4.685561
1.684000	4.856692
1.783000	3.465391
1.882000	3.701859
1.981000	3.127195
2.080000	4.283139
2.179000	2.279827
2.278000	2.302414
2.377000	1.839309
2.476000	3.162913
2.575000	2.503306
2.674000	1.786887
2.773000	2.246596
2.872000	2.701966
2.971000	1.316254
3.070000	1.435705
3.169000	1.043497
3.268000	2.016884
3.367000	0.724279
3.466000	1.200795
3.565000	0.846582
3.664000	0.955007
3.763000	0.639553
3.862000	1.154914
3.961000	1.053260
4.060000	0.509447
4.159000	1.627513
4.258000	1.175594
4.357000	0.387241
4.456000	0.350121
4.555000	0.770090
4.654000	0.513038
4.753000	0.653680
4.852000	0.280376
4.951000	1.261171
5.050000	0.924718
5.149000	1.061854
5.248000	0.748992
5.347000	0.914954
5.446000	0.271726
5.545000	0.849002
5.644000	0.273893
5.743000	0.730267
5.842000	0.354428
5.941000	0.099825
6.040000	0.169264
6.139000	0.165353
6.238000	0.363488
6.337000	0.283396
6.436000	0.163001
6.535000	0.118694
6.634000	0.520692
6.733000	0.482791
6.832000	0.144877
6.931000	0.210013
7.030000	0.525984
7.129000	0.072738
7.228000	0.580158
7.327000	0.207967
7.426000	0.151399
7.525000	0.588078
7.624000	0.316336
7.723000	0.161340
7.822000	0.264480
7.921000	0.133070
8.020000	0.232030
8.119000	0.195766
8.218000	0.462088
8.317000	0.252924
8.416000	0.163852
8.515000	0.072941
8.614000	0.064302
8.713000	0.439546
8.812000	0.567328
8.911000	0.069595
9.010000	0.452470
9.109000	0.008151
9.208000	0.029307
9.307000	0.439090
9.406000	0.081382
9.505000	0.199646
9.604000	0.384516
9.703000	0.004356
9.802000	0.072620
9.901000	0.123726
10.000000	0.002003
