   r,m	P, W/m^2
---------------------------
0.100000	1523.700966
0.199000	396.273381
0.298000	179.110006
0.397000	95.143781
0.496000	63.081662
0.595000	46.039546
0.694000	33.722020
0.793000	22.306659
0.892000	17.325145
0.991000	14.197034
1.090000	14.809676
1.189000	10.507346
1.288000	8.369215
1.387000	7.688997
1.486000	7.249540
1.585000	6.850474
1.684000	4.395361
1.783000	6.080184
1.882000	3.903378
1.981000	5.083789
2.080000	3.729326
2.179000	3.099078
2.278000	2.895219
2.377000	3.278306
2.476000	2.687791
2.575000	2.812781
2.674000	1.923380
2.773000	2.823526
2.872000	2.834542
2.971000	1.878726
3.070000	1.324643
3.169000	0.834298
3.268000	1.263469
3.367000	1.748733
3.466000	1.447166
3.565000	1.562667
3.664000	0.797157
3.763000	0.527659
3.862000	1.425080
3.961000	1.409626
4.060000	0.451984
4.159000	1.268858
4.258000	1.241369
4.357000	1.213514
4.456000	1.204734
4.555000	0.851631
4.654000	0.705258
4.753000	0.772378
4.852000	0.294972
4.951000	0.986895
5.050000	0.373982
5.149000	0.913217
5.248000	1.003360
5.347000	0.896318
5.446000	0.368283
5.545000	0.256884
5.644000	0.174045
5.743000	0.797865
5.842000	0.459466
5.941000	0.385990
6.040000	0.499379
6.139000	0.255694
6.238000	0.176128
6.337000	0.508985
6.436000	0.356841
6.535000	0.102514
6.634000	0.080513
6.733000	0.541977
6.832000	0.153636
6.931000	0.497697
7.030000	0.347012
7.129000	0.543083
7.228000	0.491868
7.327000	0.331994
7.426000	0.132972
7.525000	0.169774
7.624000	0.486772
7.723000	0.300921
7.822000	0.053081
7.921000	0.313511
8.020000	0.184119
8.119000	0.186175
8.218000	0.045418
8.317000	0.128501
8.416000	0.136112
8.515000	0.282917
8.614000	0.331389
8.713000	0.062161
8.812000	0.039683
8.911000	0.030627
9.010000	0.069784
9.109000	0.010736
9.208000	0.448576
9.307000	0.335681
9.406000	0.125842
9.505000	0.026766
9.604000	0.194041
9.703000	0.382132
9.802000	0.091939
9.901000	0.141539
10.000000	0.126116
