   r,m	P, W/m^2
---------------------------
0.100000	1525.217471
0.199000	377.567561
0.298000	169.798417
0.397000	95.443202
0.496000	58.881390
0.595000	46.296854
0.694000	30.591937
0.793000	23.846086
0.892000	18.231769
0.991000	13.690129
1.090000	11.537547
1.189000	11.381963
1.288000	10.443120
1.387000	6.927295
1.486000	5.279539
1.585000	6.397599
1.684000	4.328200
1.783000	3.747641
1.882000	4.618739
1.981000	4.530216
2.080000	4.178244
2.179000	4.257646
2.278000	3.841012
2.377000	2.212899
2.476000	2.477868
2.575000	2.038550
2.674000	2.714875
2.773000	2.634845
2.872000	2.019810
2.971000	2.079253
3.070000	1.168367
3.169000	1.065468
3.268000	1.759947
3.367000	2.057214
3.466000	0.912572
3.565000	1.792607
3.664000	0.648527
3.763000	1.290847
3.862000	1.759408
3.961000	1.413181
4.060000	1.081876
4.159000	0.979531
4.258000	0.327472
4.357000	0.940249
4.456000	0.491703
4.555000	0.524442
4.654000	0.965052
4.753000	0.669980
4.852000	1.283483
4.951000	0.226398
5.050000	1.151920
5.149000	0.354963
5.248000	1.115075
5.347000	0.692219
5.446000	0.489239
5.545000	0.821676
5.644000	0.121482
5.743000	0.188438
5.842000	0.638876
5.941000	0.470898
6.040000	0.461507
6.139000	0.390445
6.238000	0.124798
6.337000	0.440257
6.436000	0.251076
6.535000	0.679771
6.634000	0.327730
6.733000	0.839870
6.832000	0.070843
6.931000	0.135551
7.030000	0.366229
7.129000	0.163613
7.228000	0.189924
7.327000	0.286490
7.426000	0.652205
7.525000	0.263861
7.624000	0.040507
7.723000	0.078338
7.822000	0.190366
7.921000	0.358618
8.020000	0.229891
8.119000	0.620137
8.218000	0.570510
8.317000	0.338942
8.416000	0.485194
8.515000	0.508562
8.614000	0.123520
8.713000	0.141213
8.812000	0.018710
8.911000	0.242444
9.010000	0.357670
9.109000	0.513780
9.208000	0.179298
9.307000	0.095643
9.406000	0.059567
9.505000	0.439655
9.604000	0.199933
9.703000	0.533160
9.802000	0.488373
9.901000	0.110917
10.000000	0.008786
