   r,m	P, W/m^2
---------------------------
0.100000	1524.343045
0.199000	376.548742
0.298000	177.960236
0.397000	91.510567
0.496000	66.330633
0.595000	43.326088
0.694000	29.144902
0.793000	26.037877
0.892000	18.788531
0.991000	13.733661
1.090000	10.867978
1.189000	12.554558
1.288000	10.431029
1.387000	7.054043
1.486000	6.152781
1.585000	6.460585
1.684000	4.019939
1.783000	5.894307
1.882000	5.787588
1.981000	4.617427
2.080000	4.738333
2.179000	2.308280
2.278000	4.011364
2.377000	3.491805
2.476000	2.821351
2.575000	3.488049
2.674000	1.594110
2.773000	3.074903
2.872000	1.055125
2.971000	1.544324
3.070000	1.736421
3.169000	1.634683
3.268000	1.380770
3.367000	1.258356
3.466000	0.844932
3.565000	0.781629
3.664000	1.725811
3.763000	1.375605
3.862000	0.860494
3.961000	0.593361
4.060000	0.627251
4.159000	0.636778
4.258000	1.428827
4.357000	1.540276
4.456000	0.343706
4.555000	0.564491
4.654000	0.304792
4.753000	0.835551
4.852000	0.399602
4.951000	0.544448
5.050000	0.609404
5.149000	0.365174
5.248000	0.595744
5.347000	0.889276
5.446000	0.205707
5.545000	0.775226
5.644000	0.460643
5.743000	1.060983
5.842000	0.417575
5.941000	0.471852
6.040000	0.128981
6.139000	0.932845
6.238000	0.507600
6.337000	0.338549
6.436000	0.800216
6.535000	0.779368
6.634000	0.107537
6.733000	0.168677
6.832000	0.415599
6.931000	0.119599
7.030000	0.153813
7.129000	0.102486
7.228000	0.299110
7.327000	0.387197
7.426000	0.217831
7.525000	0.055377
7.624000	0.166240
7.723000	0.277383
7.822000	0.713276
7.921000	0.047328
8.020000	0.335139
8.119000	0.307371
8.218000	0.446235
8.317000	0.200963
8.416000	0.047034
8.515000	0.068249
8.614000	0.509678
8.713000	0.575139
8.812000	0.028460
8.911000	0.194489
9.010000	0.088405
9.109000	0.387427
9.208000	0.341015
9.307000	0.066432
9.406000	0.364381
9.505000	0.422936
9.604000	0.114945
9.703000	0.505850
9.802000	0.003576
9.901000	0.225404
10.000000	0.023144
