   r,m	P, W/m^2
---------------------------
0.100000	1541.391957
0.199000	380.258238
0.298000	174.105235
0.397000	100.790596
0.496000	67.192442
0.595000	40.961092
0.694000	31.074030
0.793000	21.143031
0.892000	19.024879
0.991000	16.294091
1.090000	13.592413
1.189000	10.828638
1.288000	8.813675
1.387000	8.210192
1.486000	7.207594
1.585000	6.996253
1.684000	4.229802
1.783000	5.354906
1.882000	5.387087
1.981000	3.316890
2.080000	4.265434
2.179000	3.162827
2.278000	2.201046
2.377000	3.355847
2.476000	3.616447
2.575000	1.782202
2.674000	1.318301
2.773000	1.292822
2.872000	2.473856
2.971000	1.535054
3.070000	1.752358
3.169000	0.972970
3.268000	1.441165
3.367000	2.170194
3.466000	1.985028
3.565000	1.079115
3.664000	1.072087
3.763000	0.835152
3.862000	0.535945
3.961000	0.881395
4.060000	0.694570
4.159000	1.642447
4.258000	0.760571
4.357000	0.686190
4.456000	0.646093
4.555000	0.387231
4.654000	0.612149
4.753000	0.686916
4.852000	0.426913
4.951000	0.803155
5.050000	0.738692
5.149000	0.819772
5.248000	0.327399
5.347000	0.524867
5.446000	0.351932
5.545000	0.653239
5.644000	1.061084
5.743000	0.770758
5.842000	0.354017
5.941000	0.395104
6.040000	0.467396
6.139000	0.571273
6.238000	0.684022
6.337000	0.305640
6.436000	0.553093
6.535000	0.197967
6.634000	0.112375
6.733000	0.057148
6.832000	0.061337
6.931000	0.212632
7.030000	0.590948
7.129000	0.253392
7.228000	0.085195
7.327000	0.161602
7.426000	0.070272
7.525000	0.573647
7.624000	0.225807
7.723000	0.050780
7.822000	0.655299
7.921000	0.668243
8.020000	0.108971
8.119000	0.522177
8.218000	0.549391
8.317000	0.310946
8.416000	0.191611
8.515000	0.352959
8.614000	0.104862
8.713000	0.211532
8.812000	0.112426
8.911000	0.228420
9.010000	0.340115
9.109000	0.110091
9.208000	0.037281
9.307000	0.275907
9.406000	0.091277
9.505000	0.182657
9.604000	0.243154
9.703000	0.279395
9.802000	0.483198
9.901000	0.011154
10.000000	0.159320
