   r,m	P, W/m^2
---------------------------
0.100000	1515.976564
0.199000	386.160386
0.298000	166.922704
0.397000	94.997779
0.496000	58.819950
0.595000	43.270224
0.694000	33.248601
0.793000	23.985517
0.892000	22.180135
0.991000	17.047017
1.090000	10.539813
1.189000	12.742438
1.288000	9.274927
1.387000	8.456539
1.486000	7.758039
1.585000	4.554482
1.684000	5.957095
1.783000	5.645351
1.882000	3.298717
1.981000	4.421120
2.080000	4.104360
2.179000	3.811243
2.278000	3.799329
2.377000	2.941847
2.476000	3.656104
2.575000	3.248311
2.674000	1.333457
2.773000	2.518525
2.872000	1.862755
2.971000	1.193613
3.070000	0.880628
3.169000	2.447760
3.268000	0.795522
3.367000	1.666789
3.466000	2.012915
3.565000	1.587056
3.664000	1.702083
3.763000	1.561797
3.862000	0.542726
3.961000	1.294149
4.060000	1.681746
4.159000	0.427598
4.258000	1.320329
4.357000	0.552450
4.456000	0.315671
4.555000	0.790947
4.654000	1.095300
4.753000	0.724695
4.852000	0.363159
4.951000	0.422093
5.050000	0.707319
5.149000	0.780575
5.248000	0.660620
5.347000	0.362167
5.446000	0.968502
5.545000	1.066822
5.644000	0.974412
5.743000	0.333374
5.842000	0.165700
5.941000	0.227437
6.040000	0.403240
6.139000	0.863903
6.238000	0.221962
6.337000	0.505101
6.436000	0.450242
6.535000	0.305595
6.634000	0.675291
6.733000	0.098010
6.832000	0.301371
6.931000	0.196473
7.030000	0.118913
7.129000	0.584577
7.228000	0.607635
7.327000	0.499200
7.426000	0.532770
7.525000	0.674831
7.624000	0.522639
7.723000	0.441704
7.822000	0.347716
7.921000	0.026636
8.020000	0.168046
8.119000	0.060140
8.218000	0.110316
8.317000	0.346767
8.416000	0.534062
8.515000	0.024954
8.614000	0.038990
8.713000	0.237371
8.812000	0.522052
8.911000	0.009318
9.010000	0.184603
9.109000	0.158543
9.208000	0.451524
9.307000	0.272718
9.406000	0.078947
9.505000	0.010354
9.604000	0.020712
9.703000	0.507044
9.802000	0.433444
9.901000	0.115456
10.000000	0.004505
