   r,m	P, W/m^2
---------------------------
0.100000	1502.211021
0.199000	382.932179
0.298000	177.881115
0.397000	100.869907
0.496000	60.938394
0.595000	46.262776
0.694000	31.589872
0.793000	22.532416
0.892000	20.921874
0.991000	15.132231
1.090000	10.604725
1.189000	10.199017
1.288000	8.933085
1.387000	7.912753
1.486000	6.159495
1.585000	5.995713
1.684000	5.225176
1.783000	6.312808
1.882000	4.580160
1.981000	3.871626
2.080000	2.840917
2.179000	3.600365
2.278000	2.576145
2.377000	3.148350
2.476000	3.456560
2.575000	1.939565
2.674000	1.749726
2.773000	1.267755
2.872000	1.331516
2.971000	2.706559
3.070000	1.887818
3.169000	1.370180
3.268000	1.009881
3.367000	1.549868
3.466000	1.900980
3.565000	1.891766
3.664000	1.295872
3.763000	1.330745
3.862000	0.948817
3.961000	0.545891
4.060000	1.037572
4.159000	1.648996
4.258000	0.676117
4.357000	0.835839
4.456000	0.598303
4.555000	0.268201
4.654000	0.628987
4.753000	0.417465
4.852000	0.843198
4.951000	0.516923
5.050000	1.131169
5.149000	0.487153
5.248000	0.474151
5.347000	0.234437
5.446000	0.514931
5.545000	0.390773
5.644000	0.307231
5.743000	0.765881
5.842000	0.165286
5.941000	0.469487
6.040000	0.798508
6.139000	0.298513
6.238000	0.274017
6.337000	0.888569
6.436000	0.225544
6.535000	0.164107
6.634000	0.804044
6.733000	0.482177
6.832000	0.256437
6.931000	0.247509
7.030000	0.301280
7.129000	0.185664
7.228000	0.745345
7.327000	0.635980
7.426000	0.280315
7.525000	0.059851
7.624000	0.314396
7.723000	0.178983
7.822000	0.324989
7.921000	0.032262
8.020000	0.391722
8.119000	0.454594
8.218000	0.487507
8.317000	0.550173
8.416000	0.349665
8.515000	0.548361
8.614000	0.501913
8.713000	0.306044
8.812000	0.140927
8.911000	0.213916
9.010000	0.011811
9.109000	0.027034
9.208000	0.222456
9.307000	0.582169
9.406000	0.100400
9.505000	0.498137
9.604000	0.147370
9.703000	0.136226
9.802000	0.517524
9.901000	0.234408
10.000000	0.408795
