   r,m	P, W/m^2
---------------------------
0.100000	1544.071348
0.199000	381.155654
0.298000	174.565146
0.397000	99.895465
0.496000	66.514616
0.595000	42.563963
0.694000	35.501868
0.793000	24.634170
0.892000	20.373142
0.991000	15.624099
1.090000	10.755875
1.189000	10.006741
1.288000	8.547899
1.387000	8.223958
1.486000	5.936365
1.585000	6.140494
1.684000	6.752984
1.783000	3.988331
1.882000	4.162663
1.981000	3.859668
2.080000	4.395761
2.179000	4.587812
2.278000	2.749271
2.377000	1.776173
2.476000	3.437968
2.575000	3.248858
2.674000	1.438479
2.773000	1.458572
2.872000	1.928812
2.971000	1.746700
3.070000	1.713568
3.169000	0.804534
3.268000	1.892757
3.367000	1.253937
3.466000	1.046925
3.565000	1.864544
3.664000	1.929451
3.763000	1.199325
3.862000	1.042076
3.961000	0.735360
4.060000	0.705666
4.159000	0.410403
4.258000	0.761101
4.357000	0.927442
4.456000	0.591854
4.555000	0.733259
4.654000	0.604420
4.753000	0.445314
4.852000	1.094772
4.951000	0.225938
5.050000	0.878312
5.149000	1.154952
5.248000	0.386847
5.347000	0.974622
5.446000	0.348732
5.545000	0.275482
5.644000	0.258352
5.743000	0.336156
5.842000	0.200988
5.941000	0.494421
6.040000	0.787990
6.139000	0.361039
6.238000	0.406910
6.337000	0.595103
6.436000	0.578696
6.535000	0.082527
6.634000	0.270730
6.733000	0.730261
6.832000	0.369699
6.931000	0.243857
7.030000	0.803387
7.129000	0.552608
7.228000	0.734045
7.327000	0.369503
7.426000	0.119780
7.525000	0.324640
7.624000	0.440819
7.723000	0.296928
7.822000	0.178251
7.921000	0.406222
8.020000	0.466079
8.119000	0.128706
8.218000	0.625466
8.317000	0.018776
8.416000	0.119582
8.515000	0.101522
8.614000	0.364536
8.713000	0.149861
8.812000	0.537028
8.911000	0.286218
9.010000	0.155016
9.109000	0.157977
9.208000	0.473160
9.307000	0.112375
9.406000	0.314131
9.505000	0.029081
9.604000	0.490553
9.703000	0.024346
9.802000	0.078007
9.901000	0.079594
10.000000	0.466712
