   r,m	P, W/m^2
---------------------------
0.100000	1541.591010
0.199000	387.991469
0.298000	174.439460
0.397000	93.674713
0.496000	58.549481
0.595000	40.818953
0.694000	28.598217
0.793000	26.822393
0.892000	21.613482
0.991000	16.642108
1.090000	11.577887
1.189000	11.353707
1.288000	8.431306
1.387000	7.758235
1.486000	5.739041
1.585000	5.179758
1.684000	4.008027
1.783000	4.209354
1.882000	4.239310
1.981000	3.475784
2.080000	4.451928
2.179000	2.384922
2.278000	2.038123
2.377000	3.722589
2.476000	3.466257
2.575000	1.775929
2.674000	2.154119
2.773000	2.089368
2.872000	2.126500
2.971000	1.868711
3.070000	1.678694
3.169000	2.332339
3.268000	0.735493
3.367000	0.914709
3.466000	1.406670
3.565000	1.601824
3.664000	1.178615
3.763000	1.848244
3.862000	1.829517
3.961000	1.430444
4.060000	1.259178
4.159000	0.489441
4.258000	1.351569
4.357000	0.340463
4.456000	0.957364
4.555000	0.668658
4.654000	0.249461
4.753000	0.332082
4.852000	0.789275
4.951000	1.195290
5.050000	0.759113
5.149000	1.109492
5.248000	0.834661
5.347000	0.417715
5.446000	0.385577
5.545000	1.007618
5.644000	0.394806
5.743000	0.117028
5.842000	0.145084
5.941000	0.643636
6.040000	0.859216
6.139000	0.753182
6.238000	0.379860
6.337000	0.211077
6.436000	0.339589
6.535000	0.548236
6.634000	0.598296
6.733000	0.855282
6.832000	0.527320
6.931000	0.285172
7.030000	0.320237
7.129000	0.199909
7.228000	0.281065
7.327000	0.464441
7.426000	0.561353
7.525000	0.470354
7.624000	0.683094
7.723000	0.161618
7.822000	0.381164
7.921000	0.585747
8.020000	0.384474
8.119000	0.442927
8.218000	0.262563
8.317000	0.028016
8.416000	0.267338
8.515000	0.061883
8.614000	0.217760
8.713000	0.584872
8.812000	0.031153
8.911000	0.587998
9.010000	0.471146
9.109000	0.014091
9.208000	0.411850
9.307000	0.068706
9.406000	0.006150
9.505000	0.095770
9.604000	0.249917
9.703000	0.093841
9.802000	0.166612
9.901000	0.553497
10.000000	0.295944
