   r,m	P, W/m^2
---------------------------
0.100000	1503.282153
0.199000	395.291103
0.298000	180.122981
0.397000	90.732676
0.496000	61.533307
0.595000	46.085120
0.694000	28.459621
0.793000	23.182053
0.892000	17.462251
0.991000	17.752005
1.090000	14.195966
1.189000	9.839112
1.288000	9.127956
1.387000	8.956544
1.486000	6.300749
1.585000	5.403312
1.684000	6.595363
1.783000	5.004906
1.882000	3.964784
1.981000	2.851180
2.080000	3.463298
2.179000	3.666787
2.278000	2.723615
2.377000	3.061834
2.476000	3.637268
2.575000	1.658691
2.674000	1.441780
2.773000	2.891912
2.872000	2.302920
2.971000	2.049208
3.070000	2.265957
3.169000	1.721545
3.268000	1.095221
3.367000	0.715032
3.466000	1.910546
3.565000	0.623207
3.664000	1.120152
3.763000	1.283336
3.862000	1.357875
3.961000	0.780877
4.060000	1.237255
4.159000	0.924232
4.258000	0.490477
4.357000	0.398838
4.456000	0.958428
4.555000	0.362226
4.654000	1.077166
4.753000	0.364674
4.852000	0.707643
4.951000	0.768496
5.050000	0.830017
5.149000	1.025045
5.248000	0.609220
5.347000	1.052736
5.446000	0.171900
5.545000	1.059756
5.644000	0.899030
5.743000	0.132994
5.842000	0.609678
5.941000	0.884587
6.040000	0.192798
6.139000	0.142297
6.238000	0.509188
6.337000	0.080582
6.436000	0.242528
6.535000	0.787584
6.634000	0.090248
6.733000	0.381256
6.832000	0.678282
6.931000	0.252301
7.030000	0.243274
7.129000	0.434570
7.228000	0.174817
7.327000	0.083829
7.426000	0.236875
7.525000	0.727823
7.624000	0.562744
7.723000	0.118965
7.822000	0.115402
7.921000	0.265541
8.020000	0.387892
8.119000	0.181093
8.218000	0.301507
8.317000	0.293241
8.416000	0.500345
8.515000	0.089543
8.614000	0.138193
8.713000	0.488978
8.812000	0.057046
8.911000	0.034236
9.010000	0.476921
9.109000	0.386528
9.208000	0.370830
9.307000	0.236635
9.406000	0.082432
9.505000	0.255927
9.604000	0.337736
9.703000	0.447641
9.802000	0.100681
9.901000	0.013180
10.000000	0.315155
