   r,m	P, W/m^2
---------------------------
0.100000	1521.876441
0.199000	377.429813
0.298000	167.656545
0.397000	98.116376
0.496000	61.801575
0.595000	45.335180
0.694000	34.347546
0.793000	26.371602
0.892000	18.334251
0.991000	13.670870
1.090000	11.188532
1.189000	10.185285
1.288000	9.189757
1.387000	7.928339
1.486000	6.663287
1.585000	4.742186
1.684000	6.294428
1.783000	4.828613
1.882000	5.655261
1.981000	4.043020
2.080000	2.844969
2.179000	3.707157
2.278000	2.444811
2.377000	3.607591
2.476000	2.026879
2.575000	2.617664
2.674000	2.178981
2.773000	2.436919
2.872000	1.833010
2.971000	1.263847
3.070000	1.468777
3.169000	1.163898
3.268000	1.173550
3.367000	1.678913
3.466000	1.652840
3.565000	1.345957
3.664000	0.582172
3.763000	0.732207
3.862000	0.578270
3.961000	1.439197
4.060000	1.383157
4.159000	1.123806
4.258000	0.741308
4.357000	0.639187
4.456000	0.368455
4.555000	0.325750
4.654000	0.387339
4.753000	1.244456
4.852000	0.996885
4.951000	1.069050
5.050000	1.258405
5.149000	0.871119
5.248000	0.186014
5.347000	0.156490
5.446000	0.873325
5.545000	0.697157
5.644000	0.978585
5.743000	0.846027
5.842000	0.525612
5.941000	0.715547
6.040000	0.806578
6.139000	0.317062
6.238000	0.130094
6.337000	0.334083
6.436000	0.169107
6.535000	0.110387
6.634000	0.082192
6.733000	0.336189
6.832000	0.238196
6.931000	0.108967
7.030000	0.589437
7.129000	0.039690
7.228000	0.301327
7.327000	0.145597
7.426000	0.152533
7.525000	0.391346
7.624000	0.233003
7.723000	0.351233
7.822000	0.177780
7.921000	0.114523
8.020000	0.057701
8.119000	0.243451
8.218000	0.239091
8.317000	0.255441
8.416000	0.195831
8.515000	0.311401
8.614000	0.138431
8.713000	0.058882
8.812000	0.014486
8.911000	0.515605
9.010000	0.014299
9.109000	0.080465
9.208000	0.014002
9.307000	0.018586
9.406000	0.542431
9.505000	0.187003
9.604000	0.430159
9.703000	0.235306
9.802000	0.341995
9.901000	0.011847
10.000000	0.106347
