   r,m	P, W/m^2
---------------------------
0.100000	1553.224284
0.199000	384.266412
0.298000	164.029693
0.397000	95.662653
0.496000	66.214058
0.595000	39.144580
0.694000	28.284605
0.793000	23.007814
0.892000	18.859948
0.991000	15.120488
1.090000	12.642661
1.189000	9.438706
1.288000	7.368952
1.387000	8.462005
1.486000	8.058003
1.585000	6.293885
1.684000	6.080956
1.783000	4.011169
1.882000	3.166097
1.981000	3.620005
2.080000	3.065095
2.179000	2.627500
2.278000	2.127132
2.377000	2.824528
2.476000	2.104591
2.575000	1.907628
2.674000	2.475292
2.773000	1.811532
2.872000	1.834794
2.971000	1.076467
3.070000	0.980273
3.169000	1.109882
3.268000	1.799205
3.367000	1.896344
3.466000	1.656380
3.565000	0.602661
3.664000	0.626922
3.763000	1.928998
3.862000	1.549004
3.961000	1.532008
4.060000	0.606083
4.159000	1.651523
4.258000	0.703023
4.357000	1.010832
4.456000	1.277457
4.555000	0.634959
4.654000	0.782249
4.753000	0.690302
4.852000	0.409297
4.951000	1.036861
5.050000	0.545850
5.149000	0.464092
5.248000	0.896414
5.347000	0.399607
5.446000	0.171186
5.545000	0.274813
5.644000	0.539493
5.743000	0.159933
5.842000	0.509160
5.941000	0.161233
6.040000	0.674926
6.139000	0.515041
6.238000	0.634911
6.337000	0.146465
6.436000	0.149811
6.535000	0.813158
6.634000	0.181536
6.733000	0.706119
6.832000	0.431146
6.931000	0.069577
7.030000	0.634006
7.129000	0.504678
7.228000	0.352739
7.327000	0.036949
7.426000	0.544446
7.525000	0.705964
7.624000	0.499324
7.723000	0.152797
7.822000	0.444907
7.921000	0.702407
8.020000	0.075052
8.119000	0.068649
8.218000	0.194719
8.317000	0.019751
8.416000	0.116005
8.515000	0.114297
8.614000	0.254009
8.713000	0.147584
8.812000	0.314252
8.911000	0.151296
9.010000	0.555117
9.109000	0.176402
9.208000	0.354250
9.307000	0.033416
9.406000	0.075914
9.505000	0.327765
9.604000	0.337344
9.703000	0.528703
9.802000	0.008499
9.901000	0.392701
10.000000	0.218642
