   r,m	P, W/m^2
---------------------------
0.100000	1533.720426
0.199000	392.752784
0.298000	174.287469
0.397000	94.060366
0.496000	58.048012
0.595000	42.988948
0.694000	31.768699
0.793000	22.464899
0.892000	19.706783
0.991000	14.274838
1.090000	10.717444
1.189000	9.828920
1.288000	10.380614
1.387000	7.429876
1.486000	5.767765
1.585000	6.073092
1.684000	5.847958
1.783000	4.326244
1.882000	5.884372
1.981000	5.027587
2.080000	4.803377
2.179000	4.453677
2.278000	1.911580
2.377000	2.619583
2.476000	2.976663
2.575000	3.190400
2.674000	1.443766
2.773000	1.671791
2.872000	1.466623
2.971000	1.268155
3.070000	1.722624
3.169000	1.470642
3.268000	1.064289
3.367000	2.149547
3.466000	2.120871
3.565000	0.806010
3.664000	0.689710
3.763000	1.016724
3.862000	0.706951
3.961000	0.677786
4.060000	1.707235
4.159000	0.963301
4.258000	1.349631
4.357000	0.601496
4.456000	0.479196
4.555000	1.034193
4.654000	0.344023
4.753000	0.783147
4.852000	0.875352
4.951000	1.206013
5.050000	0.956324
5.149000	0.261868
5.248000	0.857870
5.347000	0.444162
5.446000	0.386234
5.545000	0.969610
5.644000	0.439452
5.743000	0.200398
5.842000	0.314060
5.941000	0.117934
6.040000	0.131668
6.139000	0.161193
6.238000	0.517069
6.337000	0.619894
6.436000	0.644769
6.535000	0.375625
6.634000	0.065067
6.733000	0.422978
6.832000	0.210703
6.931000	0.582475
7.030000	0.694387
7.129000	0.246610
7.228000	0.791483
7.327000	0.585501
7.426000	0.380341
7.525000	0.519922
7.624000	0.723921
7.723000	0.079414
7.822000	0.205371
7.921000	0.188924
8.020000	0.659790
8.119000	0.042796
8.218000	0.481176
8.317000	0.195178
8.416000	0.305283
8.515000	0.435899
8.614000	0.564307
8.713000	0.559805
8.812000	0.618992
8.911000	0.537320
9.010000	0.148805
9.109000	0.388896
9.208000	0.135488
9.307000	0.286023
9.406000	0.041006
9.505000	0.033454
9.604000	0.528008
9.703000	0.551297
9.802000	0.501070
9.901000	0.065506
10.000000	0.475596
