   r,m	P, W/m^2
---------------------------
0.100000	1528.360985
0.199000	383.616054
0.298000	172.027238
0.397000	97.924425
0.496000	65.763577
0.595000	43.305963
0.694000	29.456244
0.793000	24.228663
0.892000	16.470473
0.991000	13.083472
1.090000	13.324366
1.189000	9.509440
1.288000	9.678785
1.387000	6.452118
1.486000	5.992618
1.585000	7.304720
1.684000	6.821718
1.783000	3.698540
1.882000	3.423871
1.981000	5.166645
2.080000	4.634366
2.179000	4.549720
2.278000	3.429698
2.377000	3.264266
2.476000	3.546031
2.575000	2.791502
2.674000	2.090080
2.773000	2.168437
2.872000	2.283446
2.971000	1.089935
3.070000	2.232023
3.169000	1.491953
3.268000	1.755463
3.367000	2.064169
3.466000	1.593452
3.565000	0.567805
3.664000	0.862935
3.763000	1.149796
3.862000	1.199502
3.961000	1.023413
4.060000	0.394401
4.159000	0.932295
4.258000	0.337882
4.357000	1.261283
4.456000	1.109540
4.555000	0.702261
4.654000	1.059522
4.753000	0.770891
4.852000	0.461621
4.951000	0.482671
5.050000	0.293052
5.149000	0.442888
5.248000	0.995943
5.347000	0.170149
5.446000	1.084473
5.545000	0.135008
5.644000	0.468234
5.743000	0.357857
5.842000	0.639812
5.941000	0.487602
6.040000	0.845060
6.139000	0.469925
6.238000	0.595674
6.337000	0.386329
6.436000	0.505334
6.535000	0.147744
6.634000	0.327318
6.733000	0.090076
6.832000	0.788633
6.931000	0.222194
7.030000	0.649596
7.129000	0.781158
7.228000	0.164813
7.327000	0.593025
7.426000	0.043609
7.525000	0.604576
7.624000	0.158235
7.723000	0.134828
7.822000	0.603123
7.921000	0.257257
8.020000	0.102341
8.119000	0.624441
8.218000	0.477760
8.317000	0.036415
8.416000	0.647581
8.515000	0.036210
8.614000	0.221483
8.713000	0.029250
8.812000	0.023720
8.911000	0.229504
9.010000	0.528207
9.109000	0.014902
9.208000	0.476500
9.307000	0.171529
9.406000	0.092830
9.505000	0.406538
9.604000	0.518145
9.703000	0.257693
9.802000	0.537826
9.901000	0.159156
10.000000	0.454534
