   r,m	P, W/m^2
---------------------------
0.100000	1529.969654
0.199000	382.056714
0.298000	169.531819
0.397000	100.769356
0.496000	57.864970
0.595000	39.404428
0.694000	35.459610
0.793000	27.211837
0.892000	18.428197
0.991000	13.423723
1.090000	12.211866
1.189000	11.708325
1.288000	11.068876
1.387000	8.192251
1.486000	7.261353
1.585000	5.576909
1.684000	4.818686
1.783000	3.436666
1.882000	4.074361
1.981000	5.173199
2.080000	3.109953
2.179000	2.742893
2.278000	2.138330
2.377000	2.983603
2.476000	2.595737
2.575000	3.295296
2.674000	1.588308
2.773000	2.697620
2.872000	1.638889
2.971000	2.268215
3.070000	1.155908
3.169000	2.257092
3.268000	1.344217
3.367000	2.065636
3.466000	1.060066
3.565000	1.519902
3.664000	1.275041
3.763000	1.592590
3.862000	0.604971
3.961000	0.568122
4.060000	1.016245
4.159000	0.982026
4.258000	1.393446
4.357000	0.933108
4.456000	0.771986
4.555000	0.519912
4.654000	0.553663
4.753000	1.105897
4.852000	0.674893
4.951000	0.694798
5.050000	0.896087
5.149000	0.757137
5.248000	1.184808
5.347000	0.744576
5.446000	0.615414
5.545000	0.783507
5.644000	0.553527
5.743000	0.791212
5.842000	0.932379
5.941000	0.719118
6.040000	0.236156
6.139000	0.902894
6.238000	0.776484
6.337000	0.461691
6.436000	0.132149
6.535000	0.593872
6.634000	0.422041
6.733000	0.577648
6.832000	0.071006
6.931000	0.253561
7.030000	0.687485
7.129000	0.658952
7.228000	0.720585
7.327000	0.175157
7.426000	0.058561
7.525000	0.267282
7.624000	0.052338
7.723000	0.585347
7.822000	0.050537
7.921000	0.349883
8.020000	0.139251
8.119000	0.124330
8.218000	0.523142
8.317000	0.268799
8.416000	0.203446
8.515000	0.307580
8.614000	0.079789
8.713000	0.029483
8.812000	0.119703
8.911000	0.204005
9.010000	0.036511
9.109000	0.027751
9.208000	0.460831
9.307000	0.066118
9.406000	0.087946
9.505000	0.067011
9.604000	0.307851
9.703000	0.004926
9.802000	0.002776
9.901000	0.010485
10.000000	0.060018
