   r,m	P, W/m^2
---------------------------
0.100000	1521.953507
0.199000	395.130081
0.298000	168.207275
0.397000	91.466490
0.496000	63.112872
0.595000	45.519554
0.694000	29.795830
0.793000	23.575199
0.892000	19.629450
0.991000	18.290023
1.090000	15.102021
1.189000	12.223032
1.288000	7.996479
1.387000	8.132636
1.486000	5.955576
1.585000	6.736012
1.684000	6.633122
1.783000	4.821058
1.882000	4.257866
1.981000	2.881666
2.080000	4.468567
2.179000	3.679657
2.278000	2.014013
2.377000	2.078201
2.476000	3.027752
2.575000	1.660128
2.674000	1.747909
2.773000	2.806639
2.872000	2.437658
2.971000	1.716218
3.070000	0.949233
3.169000	1.478692
3.268000	1.625056
3.367000	1.337525
3.466000	1.840017
3.565000	0.610407
3.664000	0.863145
3.763000	0.482725
3.862000	1.541826
3.961000	1.640992
4.060000	1.628022
4.159000	0.657007
4.258000	1.250268
4.357000	0.994339
4.456000	0.964808
4.555000	0.363966
4.654000	1.257870
4.753000	1.095718
4.852000	0.387516
4.951000	0.294005
5.050000	0.965735
5.149000	1.087615
5.248000	0.751383
5.347000	0.390867
5.446000	0.955324
5.545000	0.568860
5.644000	0.243663
5.743000	0.254034
5.842000	0.120104
5.941000	0.318791
6.040000	0.574363
6.139000	0.639759
6.238000	0.111167
6.337000	0.147429
6.436000	0.737958
6.535000	0.770850
6.634000	0.746838
6.733000	0.176698
6.832000	0.424423
6.931000	0.616556
7.030000	0.535599
7.129000	0.122678
7.228000	0.278592
7.327000	0.700578
7.426000	0.362326
7.525000	0.174906
7.624000	0.709091
7.723000	0.134950
7.822000	0.095127
7.921000	0.221863
8.020000	0.393140
8.119000	0.037828
8.218000	0.021828
8.317000	0.233711
8.416000	0.535860
8.515000	0.033499
8.614000	0.404693
8.713000	0.477362
8.812000	0.024505
8.911000	0.098209
9.010000	0.040417
9.109000	0.452195
9.208000	0.171315
9.307000	0.313786
9.406000	0.176286
9.505000	0.071297
9.604000	0.246959
9.703000	0.247789
9.802000	0.344361
9.901000	0.242771
10.000000	0.278431
