   r,m	P, W/m^2
---------------------------
0.100000	1531.725246
0.199000	381.226468
0.298000	176.142290
0.397000	92.566971
0.496000	66.660081
0.595000	39.232910
0.694000	34.159117
0.793000	21.044884
0.892000	16.675400
0.991000	14.769666
1.090000	12.394892
1.189000	10.526757
1.288000	7.934485
1.387000	6.282922
1.486000	8.597860
1.585000	6.444087
1.684000	6.955462
1.783000	4.939802
1.882000	5.781610
1.981000	3.017330
2.080000	2.341186
2.179000	4.193961
2.278000	2.528442
2.377000	2.049320
2.476000	3.719934
2.575000	1.731149
2.674000	1.697893
2.773000	2.971902
2.872000	1.045026
2.971000	2.518788
3.070000	1.908483
3.169000	2.408934
3.268000	1.241852
3.367000	1.516325
3.466000	0.912349
3.565000	1.362197
3.664000	0.738445
3.763000	1.363382
3.862000	0.590799
3.961000	0.754022
4.060000	1.333527
4.159000	0.688740
4.258000	0.375194
4.357000	1.119193
4.456000	0.894886
4.555000	0.289841
4.654000	1.092167
4.753000	1.062719
4.852000	1.210252
4.951000	0.694401
5.050000	0.270239
5.149000	0.415633
5.248000	0.635468
5.347000	0.283888
5.446000	0.799804
5.545000	0.694151
5.644000	0.500629
5.743000	0.605292
5.842000	0.965026
5.941000	0.106442
6.040000	0.300985
6.139000	0.370442
6.238000	0.209572
6.337000	0.257735
6.436000	0.787360
6.535000	0.720416
6.634000	0.416090
6.733000	0.064488
6.832000	0.170718
6.931000	0.550431
7.030000	0.564532
7.129000	0.458716
7.228000	0.613896
7.327000	0.404198
7.426000	0.493859
7.525000	0.422445
7.624000	0.031231
7.723000	0.103804
7.822000	0.144301
7.921000	0.151597
8.020000	0.024132
8.119000	0.162806
8.218000	0.067199
8.317000	0.172931
8.416000	0.109787
8.515000	0.306716
8.614000	0.050101
8.713000	0.029695
8.812000	0.093641
8.911000	0.096138
9.010000	0.011879
9.109000	0.068530
9.208000	0.094744
9.307000	0.558194
9.406000	0.134244
9.505000	0.326553
9.604000	0.036551
9.703000	0.047604
9.802000	0.211097
9.901000	0.242275
10.000000	0.115977
