   r,m	P, W/m^2
---------------------------
0.100000	1554.740280
0.199000	382.556544
0.298000	164.985761
0.397000	93.534624
0.496000	66.485449
0.595000	44.983854
0.694000	29.724047
0.793000	26.968222
0.892000	20.635108
0.991000	16.837366
1.090000	13.669087
1.189000	11.778853
1.288000	7.229898
1.387000	9.324745
1.486000	7.378836
1.585000	5.396275
1.684000	5.580995
1.783000	3.689640
1.882000	3.546525
1.981000	3.994618
2.080000	3.800080
2.179000	4.263898
2.278000	2.166262
2.377000	3.966605
2.476000	1.922595
2.575000	3.378413
2.674000	1.510390
2.773000	2.325792
2.872000	1.552309
2.971000	1.756478
3.070000	1.553197
3.169000	1.813163
3.268000	0.874517
3.367000	1.420523
3.466000	0.758279
3.565000	1.081006
3.664000	1.340085
3.763000	1.095432
3.862000	1.733892
3.961000	1.136098
4.060000	1.715498
4.159000	1.593588
4.258000	1.016387
4.357000	0.516748
4.456000	0.688890
4.555000	0.641879
4.654000	1.266756
4.753000	0.315212
4.852000	1.311066
4.951000	0.356039
5.050000	0.865971
5.149000	1.018822
5.248000	0.358323
5.347000	1.109388
5.446000	0.410644
5.545000	0.613670
5.644000	0.789121
5.743000	0.300108
5.842000	0.999250
5.941000	0.770080
6.040000	0.927383
6.139000	0.339315
6.238000	0.287162
6.337000	0.524816
6.436000	0.765097
6.535000	0.670905
6.634000	0.433226
6.733000	0.338197
6.832000	0.264546
6.931000	0.310258
7.030000	0.724702
7.129000	0.325088
7.228000	0.550308
7.327000	0.062080
7.426000	0.061015
7.525000	0.129115
7.624000	0.682363
7.723000	0.704182
7.822000	0.429314
7.921000	0.372602
8.020000	0.552123
8.119000	0.189038
8.218000	0.094925
8.317000	0.175435
8.416000	0.506835
8.515000	0.448136
8.614000	0.530581
8.713000	0.038112
8.812000	0.404031
8.911000	0.091803
9.010000	0.050334
9.109000	0.139471
9.208000	0.011996
9.307000	0.072383
9.406000	0.016494
9.505000	0.008172
9.604000	0.074036
9.703000	0.402316
9.802000	0.003195
9.901000	0.411880
10.000000	0.078201
