   r,m	P, W/m^2
---------------------------
0.100000	1534.910142
0.199000	396.671407
0.298000	168.915968
0.397000	93.229336
0.496000	64.704541
0.595000	41.830225
0.694000	30.767089
0.793000	22.898120
0.892000	18.222867
0.991000	17.470870
1.090000	15.122996
1.189000	11.565130
1.288000	10.536671
1.387000	7.139051
1.486000	8.804914
1.585000	7.679215
1.684000	4.617664
1.783000	5.449158
1.882000	3.559335
1.981000	4.475637
2.080000	3.205816
2.179000	3.918227
2.278000	3.138530
2.377000	2.364108
2.476000	2.831434
2.575000	2.963632
2.674000	1.593280
2.773000	3.010145
2.872000	1.300796
2.971000	2.096627
3.070000	2.365773
3.169000	2.421650
3.268000	1.345795
3.367000	1.621506
3.466000	0.814755
3.565000	1.313125
3.664000	1.768621
3.763000	0.674597
3.862000	1.054467
3.961000	0.857769
4.060000	0.786035
4.159000	0.833082
4.258000	1.340086
4.357000	0.385961
4.456000	0.876356
4.555000	0.641192
4.654000	0.476448
4.753000	1.144162
4.852000	0.465020
4.951000	0.223614
5.050000	0.883567
5.149000	0.182851
5.248000	0.159385
5.347000	0.461276
5.446000	0.200683
5.545000	0.187189
5.644000	0.582221
5.743000	0.348868
5.842000	0.209512
5.941000	0.475001
6.040000	0.337876
6.139000	0.823603
6.238000	0.254512
6.337000	0.276786
6.436000	0.320387
6.535000	0.106214
6.634000	0.373037
6.733000	0.107700
6.832000	0.457200
6.931000	0.782254
7.030000	0.450462
7.129000	0.570820
7.228000	0.237789
7.327000	0.081943
7.426000	0.264887
7.525000	0.563252
7.624000	0.142712
7.723000	0.618505
7.822000	0.275943
7.921000	0.036233
8.020000	0.067181
8.119000	0.031951
8.218000	0.491479
8.317000	0.100651
8.416000	0.457893
8.515000	0.038804
8.614000	0.137279
8.713000	0.059448
8.812000	0.049493
8.911000	0.363576
9.010000	0.378537
9.109000	0.582035
9.208000	0.305369
9.307000	0.417251
9.406000	0.031861
9.505000	0.012554
9.604000	0.153315
9.703000	0.095126
9.802000	0.255752
9.901000	0.350314
10.000000	0.227938
