   r,m	P, W/m^2
---------------------------
0.100000	1554.660723
0.199000	382.174323
0.298000	179.089241
0.397000	92.343094
0.496000	65.668577
0.595000	41.259935
0.694000	28.305149
0.793000	22.207735
0.892000	20.306823
0.991000	16.542482
1.090000	13.283379
1.189000	9.188771
1.288000	10.044208
1.387000	6.161764
1.486000	5.567055
1.585000	7.740796
1.684000	4.625696
1.783000	6.301545
1.882000	4.338086
1.981000	3.727223
2.080000	2.898078
2.179000	4.209316
2.278000	2.686185
2.377000	1.845439
2.476000	2.134897
2.575000	2.930430
2.674000	2.861882
2.773000	1.208258
2.872000	1.501717
2.971000	2.375002
3.070000	1.658413
3.169000	1.957168
3.268000	1.291831
3.367000	0.949986
3.466000	0.773794
3.565000	0.886749
3.664000	0.835566
3.763000	0.964152
3.862000	0.468717
3.961000	0.875999
4.060000	0.423114
4.159000	1.553620
4.258000	1.509942
4.357000	0.897695
4.456000	1.138147
4.555000	0.506982
4.654000	0.308536
4.753000	1.172137
4.852000	0.490994
4.951000	0.815763
5.050000	0.456619
5.149000	0.275486
5.248000	0.679062
5.347000	0.191950
5.446000	1.063889
5.545000	0.628729
5.644000	0.289953
5.743000	0.463088
5.842000	0.654156
5.941000	0.745723
6.040000	0.428581
6.139000	0.120713
6.238000	0.557812
6.337000	0.230610
6.436000	0.852749
6.535000	0.393377
6.634000	0.114079
6.733000	0.757256
6.832000	0.068841
6.931000	0.187664
7.030000	0.133950
7.129000	0.647963
7.228000	0.641294
7.327000	0.619628
7.426000	0.116248
7.525000	0.177203
7.624000	0.264062
7.723000	0.291314
7.822000	0.236125
7.921000	0.531306
8.020000	0.076304
8.119000	0.051537
8.218000	0.022266
8.317000	0.447294
8.416000	0.449310
8.515000	0.320927
8.614000	0.346127
8.713000	0.016450
8.812000	0.559437
8.911000	0.257974
9.010000	0.032962
9.109000	0.379711
9.208000	0.255803
9.307000	0.224948
9.406000	0.176889
9.505000	0.413857
9.604000	0.088022
9.703000	0.446120
9.802000	0.070741
9.901000	0.273406
10.000000	0.001978
