   r,m	P, W/m^2
---------------------------
0.100000	1524.926777
0.199000	376.363277
0.298000	167.075500
0.397000	95.334172
0.496000	63.571627
0.595000	44.978648
0.694000	30.546489
0.793000	25.799585
0.892000	17.510808
0.991000	16.204894
1.090000	12.744755
1.189000	10.093769
1.288000	10.285634
1.387000	8.630704
1.486000	7.135477
1.585000	6.897693
1.684000	6.898626
1.783000	4.110330
1.882000	3.459887
1.981000	3.287004
2.080000	2.668644
2.179000	2.431896
2.278000	3.709358
2.377000	2.112083
2.476000	1.628057
2.575000	1.712319
2.674000	3.077353
2.773000	1.613319
2.872000	1.890910
2.971000	2.735402
3.070000	1.659938
3.169000	1.641314
3.268000	1.005145
3.367000	1.146441
3.466000	1.281853
3.565000	1.136393
3.664000	1.866127
3.763000	1.412743
3.862000	1.281644
3.961000	0.565889
4.060000	0.506914
4.159000	0.687159
4.258000	0.334566
4.357000	0.862993
4.456000	0.620754
4.555000	1.371720
4.654000	1.020927
4.753000	0.305591
4.852000	0.466518
4.951000	0.754239
5.050000	0.578866
5.149000	0.287664
5.248000	0.294341
5.347000	0.256122
5.446000	1.124216
5.545000	0.508372
5.644000	1.087269
5.743000	0.241561
5.842000	1.032011
5.941000	0.772476
6.040000	0.172956
6.139000	0.710561
6.238000	0.291850
6.337000	0.384206
6.436000	0.152062
6.535000	0.515606
6.634000	0.612959
6.733000	0.108173
6.832000	0.059844
6.931000	0.372130
7.030000	0.479784
7.129000	0.524305
7.228000	0.450749
7.327000	0.283250
7.426000	0.235328
7.525000	0.665539
7.624000	0.154428
7.723000	0.285133
7.822000	0.297498
7.921000	0.150193
8.020000	0.661977
8.119000	0.229918
8.218000	0.551830
8.317000	0.215628
8.416000	0.377155
8.515000	0.140350
8.614000	0.524801
8.713000	0.384233
8.812000	0.491818
8.911000	0.069101
9.010000	0.542934
9.109000	0.009276
9.208000	0.388225
9.307000	0.031818
9.406000	0.013682
9.505000	0.435964
9.604000	0.190717
9.703000	0.173346
9.802000	0.021901
9.901000	0.008416
10.000000	0.034888
