   r,m	P, W/m^2
---------------------------
0.100000	1519.757290
0.199000	387.319021
0.298000	174.438973
0.397000	101.404863
0.496000	61.338699
0.595000	39.103803
0.694000	34.094661
0.793000	26.309724
0.892000	20.329328
0.991000	18.155879
1.090000	12.341696
1.189000	9.167332
1.288000	9.877527
1.387000	9.565859
1.486000	5.731257
1.585000	6.195962
1.684000	5.276509
1.783000	4.150079
1.882000	5.247340
1.981000	3.688525
2.080000	2.491956
2.179000	2.391207
2.278000	3.004262
2.377000	2.235244
2.476000	2.384985
2.575000	2.969686
2.674000	2.856511
2.773000	2.143685
2.872000	2.430021
2.971000	1.476170
3.070000	0.895925
3.169000	2.200896
3.268000	1.175513
3.367000	1.184394
3.466000	1.737962
3.565000	1.982833
3.664000	0.648310
3.763000	1.324806
3.862000	0.512446
3.961000	0.881243
4.060000	1.619761
4.159000	1.025415
4.258000	0.374430
4.357000	0.532788
4.456000	1.042261
4.555000	1.375186
4.654000	0.515322
4.753000	0.581550
4.852000	0.868791
4.951000	0.197875
5.050000	0.530460
5.149000	0.695119
5.248000	1.035066
5.347000	0.629579
5.446000	0.798475
5.545000	0.414080
5.644000	0.904211
5.743000	0.618526
5.842000	0.528645
5.941000	0.112698
6.040000	0.542174
6.139000	0.321536
6.238000	0.182106
6.337000	0.349573
6.436000	0.544768
6.535000	0.191179
6.634000	0.526460
6.733000	0.796689
6.832000	0.289478
6.931000	0.163718
7.030000	0.575309
7.129000	0.242182
7.228000	0.382862
7.327000	0.095871
7.426000	0.122029
7.525000	0.625206
7.624000	0.066461
7.723000	0.126330
7.822000	0.098366
7.921000	0.108879
8.020000	0.022617
8.119000	0.042255
8.218000	0.332776
8.317000	0.369281
8.416000	0.654138
8.515000	0.511442
8.614000	0.017101
8.713000	0.347109
8.812000	0.026779
8.911000	0.429011
9.010000	0.017762
9.109000	0.282765
9.208000	0.281317
9.307000	0.316213
9.406000	0.157811
9.505000	0.020626
9.604000	0.376364
9.703000	0.386795
9.802000	0.242446
9.901000	0.073442
10.000000	0.155093
