   r,m	P, W/m^2
---------------------------
0.100000	1512.813630
0.199000	389.914287
0.298000	164.095304
0.397000	100.032888
0.496000	64.262797
0.595000	39.245340
0.694000	32.736005
0.793000	26.302602
0.892000	18.910854
0.991000	13.735926
1.090000	15.085291
1.189000	12.993659
1.288000	8.738217
1.387000	9.476433
1.486000	7.831320
1.585000	7.782116
1.684000	6.533396
1.783000	4.510072
1.882000	4.331584
1.981000	4.310678
2.080000	4.291459
2.179000	4.343315
2.278000	3.454368
2.377000	2.997853
2.476000	3.636029
2.575000	1.497260
2.674000	1.559739
2.773000	2.518051
2.872000	1.912188
2.971000	2.552312
3.070000	1.594689
3.169000	2.457036
3.268000	1.009939
3.367000	1.722084
3.466000	1.457960
3.565000	1.224998
3.664000	1.407643
3.763000	1.777102
3.862000	0.605849
3.961000	0.640299
4.060000	1.350274
4.159000	0.608256
4.258000	1.149227
4.357000	0.911551
4.456000	1.329475
4.555000	0.878975
4.654000	1.153408
4.753000	1.015943
4.852000	0.433988
4.951000	0.955248
5.050000	0.319247
5.149000	1.032969
5.248000	0.666916
5.347000	0.468482
5.446000	0.371033
5.545000	0.154080
5.644000	0.320138
5.743000	0.295014
5.842000	0.738849
5.941000	0.972894
6.040000	0.135242
6.139000	0.911512
6.238000	0.794764
6.337000	0.435821
6.436000	0.129494
6.535000	0.569336
6.634000	0.093895
6.733000	0.357299
6.832000	0.055274
6.931000	0.089858
7.030000	0.075671
7.129000	0.089801
7.228000	0.173537
7.327000	0.554451
7.426000	0.736944
7.525000	0.182121
7.624000	0.640904
7.723000	0.365760
7.822000	0.044163
7.921000	0.260062
8.020000	0.051587
8.119000	0.027299
8.218000	0.079092
8.317000	0.073150
8.416000	0.264823
8.515000	0.169364
8.614000	0.066199
8.713000	0.192359
8.812000	0.084917
8.911000	0.180472
9.010000	0.316833
9.109000	0.047467
9.208000	0.034646
9.307000	0.465998
9.406000	0.269291
9.505000	0.216780
9.604000	0.211050
9.703000	0.100912
9.802000	0.340656
9.901000	0.007002
10.000000	0.095252
