   r,m	P, W/m^2
---------------------------
0.100000	1505.987153
0.199000	381.387523
0.298000	167.719293
0.397000	91.214849
0.496000	59.655911
0.595000	43.275251
0.694000	30.944560
0.793000	21.011551
0.892000	17.004048
0.991000	17.964111
1.090000	11.761476
1.189000	12.005099
1.288000	11.361377
1.387000	8.239068
1.486000	6.847805
1.585000	4.840212
1.684000	5.556309
1.783000	5.442113
1.882000	4.940716
1.981000	3.215285
2.080000	3.510735
2.179000	3.355243
2.278000	2.805303
2.377000	3.107246
2.476000	3.545811
2.575000	2.640674
2.674000	1.511108
2.773000	1.508125
2.872000	1.641348
2.971000	1.417349
3.070000	1.763661
3.169000	2.480211
3.268000	1.069905
3.367000	1.478469
3.466000	0.965489
3.565000	1.931022
3.664000	0.635544
3.763000	1.042683
3.862000	1.492873
3.961000	1.476724
4.060000	0.765252
4.159000	0.630834
4.258000	0.689672
4.357000	1.532935
4.456000	0.690196
4.555000	1.164675
4.654000	0.286353
4.753000	0.596088
4.852000	0.220726
4.951000	0.499573
5.050000	0.509853
5.149000	0.641990
5.248000	1.027066
5.347000	0.521052
5.446000	0.815048
5.545000	0.680171
5.644000	0.826010
5.743000	1.051637
5.842000	0.810034
5.941000	0.205463
6.040000	0.828098
6.139000	0.144167
6.238000	0.300020
6.337000	0.130959
6.436000	0.879061
6.535000	0.091290
6.634000	0.608818
6.733000	0.595226
6.832000	0.196127
6.931000	0.250341
7.030000	0.351643
7.129000	0.252953
7.228000	0.074801
7.327000	0.516867
7.426000	0.409358
7.525000	0.594822
7.624000	0.667456
7.723000	0.235382
7.822000	0.527943
7.921000	0.042502
8.020000	0.120599
8.119000	0.034979
8.218000	0.137048
8.317000	0.471397
8.416000	0.365736
8.515000	0.627334
8.614000	0.565316
8.713000	0.027063
8.812000	0.035475
8.911000	0.016763
9.010000	0.263489
9.109000	0.436158
9.208000	0.240783
9.307000	0.103574
9.406000	0.556900
9.505000	0.060261
9.604000	0.544636
9.703000	0.192193
9.802000	0.130054
9.901000	0.454032
10.000000	0.154180
