   r,m	P, W/m^2
---------------------------
0.100000	1550.353561
0.199000	373.338042
0.298000	168.503034
0.397000	94.845432
0.496000	59.028048
0.595000	47.752630
0.694000	30.232357
0.793000	25.736179
0.892000	18.922672
0.991000	18.098150
1.090000	12.267802
1.189000	12.684044
1.288000	8.160766
1.387000	6.433444
1.486000	5.908167
1.585000	5.957669
1.684000	6.447225
1.783000	5.250916
1.882000	4.488304
1.981000	4.408108
2.080000	3.091863
2.179000	3.105341
2.278000	3.356972
2.377000	2.315498
2.476000	2.212389
2.575000	2.737125
2.674000	1.918184
2.773000	1.847937
2.872000	1.361256
2.971000	2.228442
3.070000	2.149317
3.169000	1.413414
3.268000	0.803649
3.367000	1.629219
3.466000	1.166356
3.565000	1.950429
3.664000	1.536735
3.763000	0.885416
3.862000	0.857384
3.961000	0.554280
4.060000	1.162001
4.159000	0.511694
4.258000	1.406810
4.357000	0.309045
4.456000	0.322375
4.555000	1.096675
4.654000	0.273039
4.753000	1.179535
4.852000	0.988063
4.951000	0.258156
5.050000	0.541913
5.149000	0.665572
5.248000	0.672186
5.347000	0.276544
5.446000	0.226041
5.545000	0.503077
5.644000	0.464325
5.743000	0.173798
5.842000	0.280085
5.941000	0.162745
6.040000	0.111622
6.139000	0.309068
6.238000	0.631264
6.337000	0.527259
6.436000	0.861648
6.535000	0.362404
6.634000	0.468561
6.733000	0.223666
6.832000	0.155698
6.931000	0.774374
7.030000	0.103661
7.129000	0.322290
7.228000	0.790014
7.327000	0.672671
7.426000	0.400438
7.525000	0.068442
7.624000	0.448791
7.723000	0.359525
7.822000	0.501460
7.921000	0.445358
8.020000	0.026076
8.119000	0.233811
8.218000	0.151243
8.317000	0.555592
8.416000	0.058850
8.515000	0.036201
8.614000	0.148656
8.713000	0.331344
8.812000	0.383142
8.911000	0.349493
9.010000	0.356411
9.109000	0.090056
9.208000	0.295920
9.307000	0.022489
9.406000	0.533103
9.505000	0.156887
9.604000	0.224559
9.703000	0.224016
9.802000	0.106460
9.901000	0.010898
10.000000	0.050200
