   r,m	P, W/m^2
---------------------------
0.100000	1531.250891
0.199000	394.886196
0.298000	179.056281
0.397000	101.479393
0.496000	65.278747
0.595000	46.781236
0.694000	28.154752
0.793000	27.753237
0.892000	21.605858
0.991000	16.394017
1.090000	13.925672
1.189000	12.978719
1.288000	8.929219
1.387000	9.652658
1.486000	8.817554
1.585000	5.883349
1.684000	4.608248
1.783000	5.214740
1.882000	4.607305
1.981000	2.659501
2.080000	3.630193
2.179000	3.268657
2.278000	4.047543
2.377000	2.010394
2.476000	2.712722
2.575000	1.375130
2.674000	2.817421
2.773000	2.161678
2.872000	1.463131
2.971000	1.271651
3.070000	0.982795
3.169000	1.577783
3.268000	0.888864
3.367000	1.818112
3.466000	0.657012
3.565000	0.570675
3.664000	1.675750
3.763000	1.621413
3.862000	0.615544
3.961000	1.413430
4.060000	0.685889
4.159000	1.543047
4.258000	1.403774
4.357000	0.477258
4.456000	0.819048
4.555000	1.039437
4.654000	1.103655
4.753000	1.139798
4.852000	0.616880
4.951000	1.091624
5.050000	0.753822
5.149000	0.318014
5.248000	0.243189
5.347000	0.232989
5.446000	0.827777
5.545000	0.498299
5.644000	0.329917
5.743000	0.832288
5.842000	0.689696
5.941000	0.110655
6.040000	0.731857
6.139000	0.667300
6.238000	0.580770
6.337000	0.380588
6.436000	0.155124
6.535000	0.509332
6.634000	0.125328
6.733000	0.252894
6.832000	0.108553
6.931000	0.063020
7.030000	0.477229
7.129000	0.060668
7.228000	0.348882
7.327000	0.719876
7.426000	0.063862
7.525000	0.320416
7.624000	0.065189
7.723000	0.054830
7.822000	0.507270
7.921000	0.593676
8.020000	0.116011
8.119000	0.278237
8.218000	0.019506
8.317000	0.111239
8.416000	0.563948
8.515000	0.275287
8.614000	0.261113
8.713000	0.498131
8.812000	0.459298
8.911000	0.036067
9.010000	0.014665
9.109000	0.480960
9.208000	0.135789
9.307000	0.029995
9.406000	0.049992
9.505000	0.076480
9.604000	0.349760
9.703000	0.074234
9.802000	0.003987
9.901000	0.391803
10.000000	0.540581
