   r,m	P, W/m^2
---------------------------
0.100000	1522.365216
0.199000	373.366405
0.298000	181.366893
0.397000	91.683345
0.496000	65.824160
0.595000	47.325934
0.694000	34.435437
0.793000	22.045880
0.892000	17.348211
0.991000	14.792180
1.090000	13.757251
1.189000	12.884347
1.288000	7.806143
1.387000	9.751799
1.486000	8.127429
1.585000	5.003031
1.684000	5.639419
1.783000	3.573515
1.882000	5.801372
1.981000	3.193485
2.080000	4.627269
2.179000	3.609183
2.278000	2.710320
2.377000	2.514370
2.476000	1.784068
2.575000	1.406446
2.674000	1.368351
2.773000	1.367436
2.872000	2.872424
2.971000	1.173716
3.070000	2.053714
3.169000	1.077992
3.268000	1.052380
3.367000	1.344978
3.466000	0.608970
3.565000	0.603572
3.664000	1.268566
3.763000	1.702083
3.862000	0.650859
3.961000	1.723722
4.060000	0.953313
4.159000	1.101418
4.258000	0.499238
4.357000	0.374252
4.456000	0.710145
4.555000	0.515331
4.654000	0.754612
4.753000	0.823423
4.852000	0.438031
4.951000	0.449973
5.050000	0.180024
5.149000	0.220902
5.248000	1.131573
5.347000	0.262021
5.446000	0.732293
5.545000	0.681956
5.644000	0.374550
5.743000	0.756069
5.842000	0.250025
5.941000	0.207581
6.040000	0.720724
6.139000	0.788540
6.238000	0.236892
6.337000	0.712662
6.436000	0.369822
6.535000	0.232726
6.634000	0.116950
6.733000	0.171946
6.832000	0.458518
6.931000	0.072521
7.030000	0.598921
7.129000	0.370005
7.228000	0.511768
7.327000	0.408390
7.426000	0.733803
7.525000	0.729370
7.624000	0.427303
7.723000	0.058276
7.822000	0.519170
7.921000	0.431374
8.020000	0.623845
8.119000	0.039948
8.218000	0.435859
8.317000	0.150313
8.416000	0.210029
8.515000	0.252389
8.614000	0.033811
8.713000	0.026340
8.812000	0.227619
8.911000	0.024114
9.010000	0.035076
9.109000	0.498659
9.208000	0.066356
9.307000	0.444154
9.406000	0.008510
9.505000	0.188712
9.604000	0.319565
9.703000	0.003309
9.802000	0.355930
9.901000	0.112112
10.000000	0.030224
